Ticket_ID,Application_ID,Issue_Type,Resolution_Time_Hours,Escalation_Level
TCK00002798,APP0025233,Login,12,Tier 1
TCK00002799,APP0025260,Other,22,Tier 1
TCK00002800,APP0025263,Upload,20,Tier 1
TCK00002801,APP0025270,Login,14,Tier 1
TCK00002802,APP0025281,Status Inquiry,15,Tier 2
TCK00002803,APP0025286,Status Inquiry,19,Tier 1
TCK00002804,APP0025302,Login,20,Tier 1
TCK00002805,APP0025309,Status Inquiry,14,Tier 1
TCK00002806,APP0025311,Upload,16,Tier 1
TCK00002807,APP0025317,Login,24,Tier 1
TCK00002808,APP0025320,Upload,10,Tier 2
TCK00002809,APP0025328,Other,8,Tier 1
TCK00002810,APP0025341,Upload,20,Tier 3
TCK00002811,APP0025342,Upload,21,Tier 1
TCK00002812,APP0025362,Status Inquiry,1,Tier 2
TCK00002813,APP0025365,Upload,18,Tier 1
TCK00002814,APP0025367,Upload,29,Tier 2
TCK00002815,APP0025373,Other,24,Tier 2
TCK00002816,APP0025383,Status Inquiry,15,Tier 1
TCK00002817,APP0025394,Upload,21,Tier 2
TCK00002818,APP0025402,Upload,5,Tier 1
TCK00002819,APP0025404,Upload,23,Tier 1
TCK00002820,APP0025406,Status Inquiry,20,Tier 2
TCK00002821,APP0025423,Login,25,Tier 2
TCK00002822,APP0025443,Upload,16,Tier 1
TCK00002823,APP0025447,Upload,23,Tier 1
TCK00002824,APP0025449,Upload,14,Tier 2
TCK00002825,APP0025455,Upload,26,Tier 2
TCK00002826,APP0025458,Upload,21,Tier 1
TCK00002827,APP0025496,Upload,3,Tier 1
TCK00002828,APP0025501,Login,5,Tier 1
TCK00002829,APP0025513,Login,22,Tier 1
TCK00002830,APP0025514,Upload,25,Tier 3
TCK00002831,APP0025521,Other,28,Tier 1
TCK00002832,APP0025538,Status Inquiry,14,Tier 1
TCK00002833,APP0025542,Login,19,Tier 1
TCK00002834,APP0025543,Status Inquiry,15,Tier 1
TCK00002835,APP0025547,Other,13,Tier 1
TCK00002836,APP0025580,Upload,16,Tier 2
TCK00002837,APP0025583,Upload,28,Tier 2
TCK00002838,APP0025584,Status Inquiry,14,Tier 3
TCK00002839,APP0025585,Other,32,Tier 1
TCK00002840,APP0025590,Login,7,Tier 1
TCK00002841,APP0025594,Other,15,Tier 1
TCK00002842,APP0025596,Upload,22,Tier 3
TCK00002843,APP0025607,Upload,22,Tier 1
TCK00002844,APP0025614,Status Inquiry,19,Tier 1
TCK00002845,APP0025618,Status Inquiry,5,Tier 1
TCK00002846,APP0025634,Status Inquiry,16,Tier 1
TCK00002847,APP0025636,Upload,29,Tier 1
TCK00002848,APP0025679,Upload,23,Tier 2
TCK00002849,APP0025683,Login,22,Tier 1
TCK00002850,APP0025691,Login,21,Tier 1
TCK00002851,APP0025693,Upload,17,Tier 1
TCK00002852,APP0025706,Upload,18,Tier 2
TCK00002853,APP0025710,Upload,13,Tier 1
TCK00002854,APP0025741,Status Inquiry,29,Tier 2
TCK00002855,APP0025752,Other,21,Tier 2
TCK00002856,APP0025758,Status Inquiry,21,Tier 2
TCK00002857,APP0025760,Login,19,Tier 1
TCK00002858,APP0025765,Login,16,Tier 3
TCK00002859,APP0025784,Status Inquiry,6,Tier 1
TCK00002860,APP0025800,Status Inquiry,18,Tier 1
TCK00002861,APP0025851,Login,12,Tier 1
TCK00002862,APP0025853,Other,13,Tier 3
TCK00002863,APP0025856,Status Inquiry,19,Tier 2
TCK00002864,APP0025866,Upload,28,Tier 1
TCK00002865,APP0025879,Status Inquiry,10,Tier 1
TCK00002866,APP0025880,Upload,18,Tier 1
TCK00002867,APP0025886,Other,31,Tier 2
TCK00002868,APP0025890,Status Inquiry,8,Tier 1
TCK00002869,APP0025891,Status Inquiry,22,Tier 1
TCK00002870,APP0025906,Upload,14,Tier 1
TCK00002871,APP0025914,Status Inquiry,24,Tier 1
TCK00002872,APP0025920,Status Inquiry,30,Tier 3
TCK00002873,APP0025922,Status Inquiry,17,Tier 1
TCK00002874,APP0025926,Upload,26,Tier 1
TCK00002875,APP0025936,Status Inquiry,20,Tier 2
TCK00002876,APP0025944,Login,33,Tier 1
TCK00002877,APP0025952,Upload,1,Tier 1
TCK00002878,APP0025971,Login,11,Tier 2
TCK00002879,APP0025990,Login,17,Tier 1
TCK00002880,APP0025992,Upload,19,Tier 2
TCK00002881,APP0026004,Status Inquiry,31,Tier 2
TCK00002882,APP0026013,Status Inquiry,27,Tier 1
TCK00002883,APP0026015,Status Inquiry,15,Tier 3
TCK00002884,APP0026030,Status Inquiry,7,Tier 2
TCK00002885,APP0026051,Login,27,Tier 1
TCK00002886,APP0026065,Login,20,Tier 2
TCK00002887,APP0026069,Login,16,Tier 1
TCK00002888,APP0026074,Upload,25,Tier 1
TCK00002889,APP0026116,Upload,32,Tier 1
TCK00002890,APP0026121,Upload,21,Tier 1
TCK00002891,APP0026123,Login,29,Tier 3
TCK00002892,APP0026137,Status Inquiry,4,Tier 1
TCK00002893,APP0026158,Login,25,Tier 1
TCK00002894,APP0026164,Status Inquiry,37,Tier 1
TCK00002895,APP0026203,Status Inquiry,28,Tier 1
TCK00002896,APP0026205,Status Inquiry,13,Tier 1
TCK00002897,APP0026213,Login,9,Tier 2
TCK00002898,APP0026224,Status Inquiry,21,Tier 2
TCK00002899,APP0026257,Upload,11,Tier 1
TCK00002900,APP0026279,Status Inquiry,14,Tier 1
TCK00002901,APP0026282,Other,4,Tier 1
TCK00002902,APP0026284,Status Inquiry,10,Tier 1
TCK00002903,APP0026294,Upload,23,Tier 1
TCK00002904,APP0026295,Other,12,Tier 1
TCK00002905,APP0026302,Upload,11,Tier 1
TCK00002906,APP0026303,Status Inquiry,7,Tier 1
TCK00002907,APP0026310,Login,17,Tier 1
TCK00002908,APP0026314,Upload,21,Tier 1
TCK00002909,APP0026319,Status Inquiry,19,Tier 1
TCK00002910,APP0026329,Status Inquiry,1,Tier 2
TCK00002911,APP0026332,Status Inquiry,18,Tier 2
TCK00002912,APP0026333,Status Inquiry,10,Tier 2
TCK00002913,APP0026360,Other,17,Tier 2
TCK00002914,APP0026365,Login,9,Tier 1
TCK00002915,APP0026371,Login,27,Tier 1
TCK00002916,APP0026376,Upload,33,Tier 1
TCK00002917,APP0026383,Login,25,Tier 1
TCK00002918,APP0026416,Other,32,Tier 2
TCK00002919,APP0026421,Upload,20,Tier 3
TCK00002920,APP0026422,Upload,16,Tier 1
TCK00002921,APP0026444,Login,1,Tier 1
TCK00002922,APP0026452,Other,13,Tier 2
TCK00002923,APP0026469,Login,14,Tier 2
TCK00002924,APP0026476,Status Inquiry,30,Tier 2
TCK00002925,APP0026490,Status Inquiry,10,Tier 2
TCK00002926,APP0026495,Status Inquiry,18,Tier 1
TCK00002927,APP0026499,Login,23,Tier 2
TCK00002928,APP0026526,Upload,18,Tier 1
TCK00002929,APP0026544,Upload,18,Tier 1
TCK00002930,APP0026549,Upload,26,Tier 2
TCK00002931,APP0026551,Status Inquiry,11,Tier 1
TCK00002932,APP0026555,Upload,18,Tier 1
TCK00002933,APP0026580,Status Inquiry,20,Tier 1
TCK00002934,APP0026608,Upload,31,Tier 1
TCK00002935,APP0026611,Login,29,Tier 1
TCK00002936,APP0026618,Login,22,Tier 1
TCK00002937,APP0026620,Other,25,Tier 1
TCK00002938,APP0026623,Login,1,Tier 1
TCK00002939,APP0026632,Status Inquiry,20,Tier 1
TCK00002940,APP0026633,Other,13,Tier 1
TCK00002941,APP0026637,Login,5,Tier 1
TCK00002942,APP0026648,Login,23,Tier 2
TCK00002943,APP0026650,Upload,14,Tier 2
TCK00002944,APP0026682,Status Inquiry,12,Tier 2
TCK00002945,APP0026684,Status Inquiry,4,Tier 2
TCK00002946,APP0026688,Status Inquiry,19,Tier 3
TCK00002947,APP0026697,Login,27,Tier 1
TCK00002948,APP0026737,Status Inquiry,19,Tier 1
TCK00002949,APP0026743,Status Inquiry,23,Tier 1
TCK00002950,APP0026750,Upload,25,Tier 2
TCK00002951,APP0026765,Other,17,Tier 1
TCK00002952,APP0026769,Login,14,Tier 1
TCK00002953,APP0026774,Status Inquiry,13,Tier 3
TCK00002954,APP0026775,Status Inquiry,15,Tier 2
TCK00002955,APP0026779,Upload,13,Tier 3
TCK00002956,APP0026792,Status Inquiry,18,Tier 2
TCK00002957,APP0026803,Login,14,Tier 1
TCK00002958,APP0026807,Upload,26,Tier 1
TCK00002959,APP0026814,Status Inquiry,10,Tier 2
TCK00002960,APP0026816,Login,30,Tier 1
TCK00002961,APP0026831,Upload,14,Tier 1
TCK00002962,APP0026848,Login,14,Tier 1
TCK00002963,APP0026862,Status Inquiry,23,Tier 1
TCK00002964,APP0026864,Login,12,Tier 2
TCK00002965,APP0026866,Status Inquiry,2,Tier 1
TCK00002966,APP0026870,Other,24,Tier 1
TCK00002967,APP0026873,Login,29,Tier 1
TCK00002968,APP0026875,Status Inquiry,2,Tier 1
TCK00002969,APP0026877,Status Inquiry,22,Tier 1
TCK00002970,APP0026881,Login,13,Tier 1
TCK00002971,APP0026884,Status Inquiry,16,Tier 1
TCK00002972,APP0026886,Login,30,Tier 1
TCK00002973,APP0026895,Upload,7,Tier 1
TCK00002974,APP0026902,Login,13,Tier 1
TCK00002975,APP0026903,Login,27,Tier 1
TCK00002976,APP0026921,Upload,19,Tier 2
TCK00002977,APP0026927,Upload,21,Tier 1
TCK00002978,APP0026929,Login,12,Tier 3
TCK00002979,APP0026933,Login,11,Tier 1
TCK00002980,APP0026936,Upload,11,Tier 1
TCK00002981,APP0026938,Status Inquiry,19,Tier 3
TCK00002982,APP0026942,Status Inquiry,14,Tier 1
TCK00002983,APP0026943,Upload,21,Tier 1
TCK00002984,APP0026950,Status Inquiry,38,Tier 1
TCK00002985,APP0026953,Login,3,Tier 1
TCK00002986,APP0026973,Login,19,Tier 1
TCK00002987,APP0026976,Status Inquiry,17,Tier 2
TCK00002988,APP0026979,Login,9,Tier 2
TCK00002989,APP0026981,Status Inquiry,19,Tier 2
TCK00002990,APP0026983,Status Inquiry,10,Tier 1
TCK00002991,APP0027003,Upload,6,Tier 2
TCK00002992,APP0027020,Status Inquiry,17,Tier 1
TCK00002993,APP0027024,Login,30,Tier 2
TCK00002994,APP0027037,Upload,16,Tier 2
TCK00002995,APP0027040,Login,21,Tier 1
TCK00002996,APP0027044,Upload,12,Tier 1
TCK00002997,APP0027045,Login,11,Tier 1
TCK00002998,APP0027049,Login,6,Tier 1
TCK00002999,APP0027052,Login,17,Tier 1
TCK00003000,APP0027058,Upload,21,Tier 1
TCK00003001,APP0027079,Upload,3,Tier 2
TCK00003002,APP0027088,Upload,2,Tier 1
TCK00003003,APP0027089,Upload,21,Tier 1
TCK00003004,APP0027090,Status Inquiry,12,Tier 1
TCK00003005,APP0027097,Upload,4,Tier 1
TCK00003006,APP0027113,Login,22,Tier 1
TCK00003007,APP0027115,Upload,15,Tier 1
TCK00003008,APP0027122,Status Inquiry,14,Tier 3
TCK00003009,APP0027125,Status Inquiry,17,Tier 2
TCK00003010,APP0027135,Status Inquiry,12,Tier 1
TCK00003011,APP0027136,Upload,39,Tier 1
TCK00003012,APP0027157,Status Inquiry,1,Tier 2
TCK00003013,APP0027166,Status Inquiry,13,Tier 1
TCK00003014,APP0027183,Login,21,Tier 1
TCK00003015,APP0027188,Status Inquiry,20,Tier 1
TCK00003016,APP0027197,Upload,7,Tier 3
TCK00003017,APP0027199,Upload,14,Tier 2
TCK00003018,APP0027201,Upload,16,Tier 1
TCK00003019,APP0027209,Upload,28,Tier 1
TCK00003020,APP0027211,Upload,30,Tier 2
TCK00003021,APP0027214,Status Inquiry,30,Tier 2
TCK00003022,APP0027224,Upload,19,Tier 1
TCK00003023,APP0027225,Upload,28,Tier 1
TCK00003024,APP0027226,Upload,22,Tier 2
TCK00003025,APP0027231,Other,16,Tier 3
TCK00003026,APP0027245,Login,15,Tier 1
TCK00003027,APP0027252,Login,23,Tier 2
TCK00003028,APP0027267,Status Inquiry,20,Tier 1
TCK00003029,APP0027281,Status Inquiry,13,Tier 1
TCK00003030,APP0027287,Status Inquiry,10,Tier 3
TCK00003031,APP0027298,Status Inquiry,10,Tier 2
TCK00003032,APP0027326,Status Inquiry,29,Tier 2
TCK00003033,APP0027384,Upload,16,Tier 1
TCK00003034,APP0027398,Other,19,Tier 2
TCK00003035,APP0027414,Login,29,Tier 1
TCK00003036,APP0027428,Upload,30,Tier 2
TCK00003037,APP0027445,Login,25,Tier 1
TCK00003038,APP0027449,Status Inquiry,21,Tier 1
TCK00003039,APP0027461,Login,14,Tier 1
TCK00003040,APP0027491,Other,18,Tier 3
TCK00003041,APP0027503,Status Inquiry,20,Tier 1
TCK00003042,APP0027506,Upload,23,Tier 1
TCK00003043,APP0027508,Status Inquiry,13,Tier 2
TCK00003044,APP0027516,Status Inquiry,24,Tier 1
TCK00003045,APP0027521,Upload,26,Tier 1
TCK00003046,APP0027528,Upload,21,Tier 1
TCK00003047,APP0027543,Other,7,Tier 2
TCK00003048,APP0027547,Status Inquiry,3,Tier 1
TCK00003049,APP0027560,Login,23,Tier 2
TCK00003050,APP0027574,Upload,4,Tier 1
TCK00003051,APP0027594,Other,19,Tier 2
TCK00003052,APP0027600,Login,40,Tier 1
TCK00003053,APP0027603,Login,17,Tier 1
TCK00003054,APP0027607,Login,7,Tier 1
TCK00003055,APP0027608,Login,25,Tier 1
TCK00003056,APP0027619,Upload,14,Tier 1
TCK00003057,APP0027628,Upload,17,Tier 1
TCK00003058,APP0027637,Login,4,Tier 1
TCK00003059,APP0027642,Upload,12,Tier 2
TCK00003060,APP0027644,Upload,28,Tier 1
TCK00003061,APP0027648,Login,15,Tier 1
TCK00003062,APP0027670,Status Inquiry,12,Tier 1
TCK00003063,APP0027681,Status Inquiry,17,Tier 1
TCK00003064,APP0027689,Upload,19,Tier 1
TCK00003065,APP0027704,Other,25,Tier 1
TCK00003066,APP0027711,Status Inquiry,23,Tier 3
TCK00003067,APP0027712,Upload,25,Tier 1
TCK00003068,APP0027714,Other,7,Tier 1
TCK00003069,APP0027723,Status Inquiry,15,Tier 1
TCK00003070,APP0027731,Upload,2,Tier 2
TCK00003071,APP0027751,Upload,29,Tier 1
TCK00003072,APP0027770,Login,13,Tier 1
TCK00003073,APP0027774,Login,14,Tier 1
TCK00003074,APP0027782,Status Inquiry,32,Tier 1
TCK00003075,APP0027800,Status Inquiry,24,Tier 1
TCK00003076,APP0027808,Upload,15,Tier 3
TCK00003077,APP0027811,Status Inquiry,15,Tier 1
TCK00003078,APP0027840,Upload,14,Tier 1
TCK00003079,APP0027844,Status Inquiry,24,Tier 1
TCK00003080,APP0027846,Upload,41,Tier 1
TCK00003081,APP0027868,Status Inquiry,6,Tier 2
TCK00003082,APP0027869,Status Inquiry,29,Tier 2
TCK00003083,APP0027874,Other,27,Tier 1
TCK00003084,APP0027893,Upload,14,Tier 1
TCK00003085,APP0027899,Upload,20,Tier 1
TCK00003086,APP0027906,Login,20,Tier 1
TCK00003087,APP0027919,Login,12,Tier 1
TCK00003088,APP0027928,Status Inquiry,13,Tier 2
TCK00003089,APP0027931,Login,29,Tier 1
TCK00003090,APP0027935,Upload,21,Tier 2
TCK00003091,APP0027936,Login,15,Tier 1
TCK00003092,APP0027953,Login,11,Tier 1
TCK00003093,APP0027984,Status Inquiry,17,Tier 1
TCK00003094,APP0027989,Upload,18,Tier 2
TCK00003095,APP0028003,Status Inquiry,24,Tier 1
TCK00003096,APP0028005,Upload,30,Tier 1
TCK00003097,APP0028011,Upload,18,Tier 1
TCK00003098,APP0028014,Status Inquiry,11,Tier 2
TCK00003099,APP0028015,Upload,21,Tier 2
TCK00003100,APP0028034,Status Inquiry,19,Tier 1
TCK00003101,APP0028042,Upload,13,Tier 1
TCK00003102,APP0028043,Other,24,Tier 1
TCK00003103,APP0028044,Status Inquiry,17,Tier 1
TCK00003104,APP0028050,Upload,21,Tier 1
TCK00003105,APP0028055,Login,18,Tier 1
TCK00003106,APP0028068,Login,21,Tier 2
TCK00003107,APP0028071,Upload,23,Tier 1
TCK00003108,APP0028077,Other,10,Tier 2
TCK00003109,APP0028086,Upload,25,Tier 1
TCK00003110,APP0028087,Upload,18,Tier 1
TCK00003111,APP0028088,Status Inquiry,5,Tier 1
TCK00003112,APP0028095,Other,15,Tier 1
TCK00003113,APP0028098,Status Inquiry,28,Tier 2
TCK00003114,APP0028099,Upload,29,Tier 2
TCK00003115,APP0028108,Login,13,Tier 1
TCK00003116,APP0028164,Upload,20,Tier 3
TCK00003117,APP0028195,Login,8,Tier 2
TCK00003118,APP0028197,Status Inquiry,22,Tier 2
TCK00003119,APP0028203,Status Inquiry,1,Tier 2
TCK00003120,APP0028216,Status Inquiry,4,Tier 2
TCK00003121,APP0028235,Login,21,Tier 1
TCK00003122,APP0028240,Upload,22,Tier 1
TCK00003123,APP0028249,Upload,13,Tier 1
TCK00003124,APP0028259,Status Inquiry,22,Tier 2
TCK00003125,APP0028260,Status Inquiry,30,Tier 1
TCK00003126,APP0028276,Login,17,Tier 1
TCK00003127,APP0028294,Status Inquiry,23,Tier 1
TCK00003128,APP0028295,Status Inquiry,11,Tier 1
TCK00003129,APP0028296,Upload,7,Tier 1
TCK00003130,APP0028311,Login,32,Tier 1
TCK00003131,APP0028315,Upload,19,Tier 1
TCK00003132,APP0028345,Upload,13,Tier 1
TCK00003133,APP0028348,Upload,4,Tier 3
TCK00003134,APP0028351,Login,23,Tier 2
TCK00003135,APP0028376,Login,25,Tier 1
TCK00003136,APP0028378,Upload,29,Tier 1
TCK00003137,APP0028385,Login,16,Tier 2
TCK00003138,APP0028392,Login,25,Tier 1
TCK00003139,APP0028396,Upload,18,Tier 1
TCK00003140,APP0028408,Login,11,Tier 1
TCK00003141,APP0028418,Upload,17,Tier 1
TCK00003142,APP0028425,Other,13,Tier 1
TCK00003143,APP0028438,Upload,11,Tier 1
TCK00003144,APP0028452,Status Inquiry,13,Tier 1
TCK00003145,APP0028464,Upload,25,Tier 1
TCK00003146,APP0028482,Login,18,Tier 1
TCK00003147,APP0028495,Status Inquiry,12,Tier 1
TCK00003148,APP0028497,Status Inquiry,17,Tier 2
TCK00003149,APP0028503,Login,17,Tier 2
TCK00003150,APP0028526,Login,17,Tier 3
TCK00003151,APP0028539,Status Inquiry,19,Tier 2
TCK00003152,APP0028542,Upload,12,Tier 3
TCK00003153,APP0028564,Status Inquiry,29,Tier 1
TCK00003154,APP0028578,Login,9,Tier 1
TCK00003155,APP0028582,Login,13,Tier 1
TCK00003156,APP0028588,Upload,7,Tier 1
TCK00003157,APP0028593,Upload,15,Tier 1
TCK00003158,APP0028594,Status Inquiry,14,Tier 2
TCK00003159,APP0028597,Status Inquiry,20,Tier 2
TCK00003160,APP0028604,Upload,6,Tier 1
TCK00003161,APP0028626,Upload,20,Tier 2
TCK00003162,APP0028629,Upload,5,Tier 1
TCK00003163,APP0028633,Login,28,Tier 1
TCK00003164,APP0028648,Login,14,Tier 1
TCK00003165,APP0028652,Status Inquiry,28,Tier 3
TCK00003166,APP0028685,Status Inquiry,30,Tier 1
TCK00003167,APP0028695,Status Inquiry,9,Tier 1
TCK00003168,APP0028710,Upload,34,Tier 1
TCK00003169,APP0028711,Upload,18,Tier 1
TCK00003170,APP0028712,Login,1,Tier 2
TCK00003171,APP0028723,Upload,20,Tier 1
TCK00003172,APP0028726,Login,20,Tier 2
TCK00003173,APP0028736,Status Inquiry,32,Tier 1
TCK00003174,APP0028745,Status Inquiry,3,Tier 2
TCK00003175,APP0028749,Upload,1,Tier 1
TCK00003176,APP0028761,Login,17,Tier 1
TCK00003177,APP0028764,Upload,14,Tier 2
TCK00003178,APP0028771,Status Inquiry,10,Tier 1
TCK00003179,APP0028786,Upload,17,Tier 1
TCK00003180,APP0028791,Login,32,Tier 2
TCK00003181,APP0028792,Login,17,Tier 1
TCK00003182,APP0028802,Upload,25,Tier 1
TCK00003183,APP0028814,Upload,12,Tier 3
TCK00003184,APP0028820,Other,7,Tier 1
TCK00003185,APP0028821,Login,14,Tier 1
TCK00003186,APP0028832,Upload,33,Tier 2
TCK00003187,APP0028835,Upload,29,Tier 1
TCK00003188,APP0028848,Other,24,Tier 1
TCK00003189,APP0028855,Login,15,Tier 1
TCK00003190,APP0028866,Upload,21,Tier 1
TCK00003191,APP0028875,Status Inquiry,23,Tier 1
TCK00003192,APP0028886,Status Inquiry,5,Tier 1
TCK00003193,APP0028888,Login,15,Tier 1
TCK00003194,APP0028893,Status Inquiry,33,Tier 1
TCK00003195,APP0028901,Status Inquiry,7,Tier 2
TCK00003196,APP0028907,Login,19,Tier 1
TCK00003197,APP0028916,Login,14,Tier 1
TCK00003198,APP0028919,Status Inquiry,15,Tier 2
TCK00003199,APP0028943,Status Inquiry,26,Tier 2
TCK00003200,APP0028991,Login,11,Tier 1
TCK00003201,APP0028992,Upload,24,Tier 1
TCK00003202,APP0028995,Upload,17,Tier 1
TCK00003203,APP0029007,Login,27,Tier 2
TCK00003204,APP0029017,Upload,11,Tier 2
TCK00003205,APP0029037,Status Inquiry,27,Tier 1
TCK00003206,APP0029045,Status Inquiry,17,Tier 1
TCK00003207,APP0029046,Login,13,Tier 2
TCK00003208,APP0029050,Status Inquiry,12,Tier 1
TCK00003209,APP0029056,Status Inquiry,1,Tier 1
TCK00003210,APP0029064,Upload,25,Tier 2
TCK00003211,APP0029070,Status Inquiry,11,Tier 1
TCK00003212,APP0029074,Other,27,Tier 1
TCK00003213,APP0029096,Upload,36,Tier 1
TCK00003214,APP0029099,Upload,4,Tier 1
TCK00003215,APP0029104,Status Inquiry,20,Tier 1
TCK00003216,APP0029105,Login,12,Tier 2
TCK00003217,APP0029113,Login,18,Tier 1
TCK00003218,APP0029118,Status Inquiry,21,Tier 1
TCK00003219,APP0029119,Upload,7,Tier 1
TCK00003220,APP0029122,Login,26,Tier 2
TCK00003221,APP0029152,Login,16,Tier 2
TCK00003222,APP0029163,Other,31,Tier 1
TCK00003223,APP0029171,Login,18,Tier 1
TCK00003224,APP0029197,Login,19,Tier 2
TCK00003225,APP0029210,Login,18,Tier 2
TCK00003226,APP0029213,Status Inquiry,40,Tier 1
TCK00003227,APP0029215,Status Inquiry,14,Tier 1
TCK00003228,APP0029217,Upload,1,Tier 2
TCK00003229,APP0029228,Upload,25,Tier 1
TCK00003230,APP0029250,Login,18,Tier 1
TCK00003231,APP0029253,Upload,24,Tier 1
TCK00003232,APP0029256,Other,27,Tier 3
TCK00003233,APP0029260,Status Inquiry,30,Tier 1
TCK00003234,APP0029295,Upload,20,Tier 2
TCK00003235,APP0029296,Upload,21,Tier 1
TCK00003236,APP0029300,Status Inquiry,27,Tier 2
TCK00003237,APP0029312,Upload,29,Tier 1
TCK00003238,APP0029323,Upload,6,Tier 1
TCK00003239,APP0029329,Upload,33,Tier 3
TCK00003240,APP0029353,Login,9,Tier 1
TCK00003241,APP0029354,Status Inquiry,19,Tier 2
TCK00003242,APP0029362,Login,27,Tier 1
TCK00003243,APP0029383,Login,13,Tier 1
TCK00003244,APP0029391,Upload,13,Tier 1
TCK00003245,APP0029405,Status Inquiry,30,Tier 1
TCK00003246,APP0029412,Upload,30,Tier 1
TCK00003247,APP0029430,Upload,6,Tier 1
TCK00003248,APP0029434,Other,17,Tier 2
TCK00003249,APP0029481,Status Inquiry,21,Tier 1
TCK00003250,APP0029484,Upload,29,Tier 1
TCK00003251,APP0029496,Login,21,Tier 1
TCK00003252,APP0029525,Login,25,Tier 1
TCK00003253,APP0029545,Other,21,Tier 1
TCK00003254,APP0029564,Status Inquiry,24,Tier 1
TCK00003255,APP0029566,Status Inquiry,39,Tier 1
TCK00003256,APP0029568,Status Inquiry,23,Tier 1
TCK00003257,APP0029580,Upload,22,Tier 1
TCK00003258,APP0029583,Other,6,Tier 1
TCK00003259,APP0029586,Login,9,Tier 2
TCK00003260,APP0029595,Other,6,Tier 2
TCK00003261,APP0029613,Upload,17,Tier 1
TCK00003262,APP0029626,Login,15,Tier 1
TCK00003263,APP0029644,Status Inquiry,12,Tier 2
TCK00003264,APP0029676,Login,23,Tier 1
TCK00003265,APP0029679,Login,5,Tier 2
TCK00003266,APP0029687,Other,19,Tier 1
TCK00003267,APP0029690,Login,16,Tier 1
TCK00003268,APP0029697,Status Inquiry,11,Tier 2
TCK00003269,APP0029702,Login,10,Tier 1
TCK00003270,APP0029715,Upload,13,Tier 1
TCK00003271,APP0029717,Upload,24,Tier 1
TCK00003272,APP0029728,Status Inquiry,25,Tier 1
TCK00003273,APP0029729,Login,5,Tier 1
TCK00003274,APP0029741,Status Inquiry,18,Tier 2
TCK00003275,APP0029746,Upload,12,Tier 2
TCK00003276,APP0029758,Status Inquiry,25,Tier 2
TCK00003277,APP0029777,Upload,27,Tier 1
TCK00003278,APP0029786,Login,25,Tier 1
TCK00003279,APP0029787,Other,22,Tier 1
TCK00003280,APP0029791,Status Inquiry,23,Tier 3
TCK00003281,APP0029792,Login,3,Tier 1
TCK00003282,APP0029802,Status Inquiry,21,Tier 2
TCK00003283,APP0029824,Upload,20,Tier 1
TCK00003284,APP0029848,Upload,16,Tier 3
TCK00003285,APP0029857,Upload,12,Tier 2
TCK00003286,APP0029870,Login,8,Tier 1
TCK00003287,APP0029871,Other,11,Tier 1
TCK00003288,APP0029880,Status Inquiry,13,Tier 1
TCK00003289,APP0029892,Upload,1,Tier 1
TCK00003290,APP0029899,Upload,17,Tier 1
TCK00003291,APP0029910,Login,19,Tier 2
TCK00003292,APP0029918,Upload,31,Tier 3
TCK00003293,APP0029920,Upload,31,Tier 2
TCK00003294,APP0029942,Login,22,Tier 1
TCK00003295,APP0029953,Other,18,Tier 3
TCK00003296,APP0029970,Status Inquiry,18,Tier 2
TCK00003297,APP0029972,Login,25,Tier 1
TCK00003298,APP0029977,Login,26,Tier 1
TCK00003299,APP0029980,Upload,5,Tier 1
TCK00003300,APP0029987,Login,24,Tier 1
TCK00003301,APP0029997,Status Inquiry,14,Tier 2
TCK00003302,APP0030017,Login,18,Tier 1
TCK00003303,APP0030018,Other,15,Tier 1
TCK00003304,APP0030025,Other,21,Tier 1
TCK00003305,APP0030038,Status Inquiry,10,Tier 2
TCK00003306,APP0030063,Status Inquiry,18,Tier 1
TCK00003307,APP0030080,Upload,6,Tier 1
TCK00003308,APP0030083,Status Inquiry,26,Tier 1
TCK00003309,APP0030085,Login,25,Tier 1
TCK00003310,APP0030086,Login,15,Tier 1
TCK00003311,APP0030097,Status Inquiry,17,Tier 2
TCK00003312,APP0030108,Status Inquiry,13,Tier 2
TCK00003313,APP0030110,Status Inquiry,23,Tier 1
TCK00003314,APP0030125,Upload,22,Tier 1
TCK00003315,APP0030130,Other,14,Tier 1
TCK00003316,APP0030132,Upload,16,Tier 1
TCK00003317,APP0030133,Upload,20,Tier 1
TCK00003318,APP0030160,Status Inquiry,12,Tier 3
TCK00003319,APP0030180,Status Inquiry,20,Tier 1
TCK00003320,APP0030182,Login,22,Tier 2
TCK00003321,APP0030210,Upload,37,Tier 1
TCK00003322,APP0030221,Other,21,Tier 2
TCK00003323,APP0030230,Login,13,Tier 1
TCK00003324,APP0030244,Status Inquiry,28,Tier 2
TCK00003325,APP0030250,Upload,21,Tier 1
TCK00003326,APP0030252,Upload,15,Tier 1
TCK00003327,APP0030264,Upload,25,Tier 2
TCK00003328,APP0030265,Status Inquiry,14,Tier 1
TCK00003329,APP0030267,Status Inquiry,30,Tier 2
TCK00003330,APP0030272,Other,24,Tier 2
TCK00003331,APP0030278,Status Inquiry,16,Tier 1
TCK00003332,APP0030292,Upload,18,Tier 1
TCK00003333,APP0030295,Status Inquiry,35,Tier 1
TCK00003334,APP0030306,Upload,16,Tier 2
TCK00003335,APP0030330,Login,15,Tier 2
TCK00003336,APP0030336,Upload,24,Tier 1
