Application_ID,Customer_ID,Application_Date,Channel,Current_Status,Drop_Off_Stage
APP0027469,CUST0027469,2024-12-13,Web,Completed,Final Approval
APP0027470,CUST0027470,2024-10-30,Mobile,Completed,Final Approval
APP0027471,CUST0027471,2025-07-13,Branch,Completed,Final Approval
APP0027472,CUST0027472,2025-07-09,Mobile,In Progress,Form
APP0027473,CUST0027473,2025-08-08,Mobile,Completed,Final Approval
APP0027474,CUST0027474,2025-01-21,Web,In Progress,Form
APP0027475,CUST0027475,2025-02-02,Mobile,Completed,Final Approval
APP0027476,CUST0027476,2025-06-10,Web,Abandoned,KYC
APP0027477,CUST0027477,2024-11-09,Web,Abandoned,KYC
APP0027478,CUST0027478,2024-09-19,Mobile,Abandoned,Document Upload
APP0027479,CUST0027479,2025-01-31,Mobile,Abandoned,Document Upload
APP0027480,CUST0027480,2025-04-17,Branch,In Progress,KYC
APP0027481,CUST0027481,2025-02-13,Web,Completed,Final Approval
APP0027482,CUST0027482,2024-11-16,Branch,Completed,Final Approval
APP0027483,CUST0027483,2025-03-08,Web,Completed,Final Approval
APP0027484,CUST0027484,2025-08-10,Web,In Progress,Form
APP0027485,CUST0027485,2024-12-09,Mobile,Abandoned,Form
APP0027486,CUST0027486,2025-01-24,Web,Abandoned,Final Approval
APP0027487,CUST0027487,2024-12-23,Mobile,Abandoned,Document Upload
APP0027488,CUST0027488,2024-12-16,Mobile,Rejected,KYC
APP0027489,CUST0027489,2025-04-27,Web,Completed,Final Approval
APP0027490,CUST0027490,2025-01-14,Mobile,Completed,Final Approval
APP0027491,CUST0027491,2025-04-14,Mobile,Rejected,KYC
APP0027492,CUST0027492,2024-09-07,Web,Abandoned,Form
APP0027493,CUST0027493,2025-04-29,Web,Completed,Final Approval
APP0027494,CUST0027494,2024-10-08,Mobile,In Progress,Form
APP0027495,CUST0027495,2025-01-15,Mobile,Completed,Final Approval
APP0027496,CUST0027496,2025-07-15,Web,Completed,Final Approval
APP0027497,CUST0027497,2024-12-31,Mobile,Completed,Final Approval
APP0027498,CUST0027498,2025-05-12,Mobile,Abandoned,KYC
APP0027499,CUST0027499,2025-01-06,Web,Completed,Final Approval
APP0027500,CUST0027500,2025-07-26,Mobile,In Progress,Document Upload
APP0027501,CUST0027501,2025-08-13,Mobile,Completed,Final Approval
APP0027502,CUST0027502,2025-07-28,Mobile,Completed,Final Approval
APP0027503,CUST0027503,2025-01-22,Branch,In Progress,Document Upload
APP0027504,CUST0027504,2024-12-24,Web,Completed,Final Approval
APP0027505,CUST0027505,2025-04-09,Web,Completed,Final Approval
APP0027506,CUST0027506,2025-06-25,Web,Completed,Final Approval
APP0027507,CUST0027507,2025-03-09,Mobile,Completed,Final Approval
APP0027508,CUST0027508,2025-05-27,Mobile,Abandoned,Form
APP0027509,CUST0027509,2025-07-16,Mobile,Completed,Final Approval
APP0027510,CUST0027510,2025-06-01,Mobile,Completed,Final Approval
APP0027511,CUST0027511,2025-01-12,Mobile,In Progress,Form
APP0027512,CUST0027512,2024-11-30,Branch,Completed,Final Approval
APP0027513,CUST0027513,2025-02-05,Mobile,Completed,Final Approval
APP0027514,CUST0027514,2025-03-28,Mobile,Completed,Final Approval
APP0027515,CUST0027515,2025-07-04,Mobile,Abandoned,Form
APP0027516,CUST0027516,2024-12-18,Mobile,Abandoned,Form
APP0027517,CUST0027517,2024-10-28,Mobile,Completed,Final Approval
APP0027518,CUST0027518,2024-12-24,Branch,Completed,Final Approval
APP0027519,CUST0027519,2025-04-04,Mobile,Rejected,KYC
APP0027520,CUST0027520,2024-11-23,Web,Abandoned,KYC
APP0027521,CUST0027521,2025-01-23,Web,Completed,Final Approval
APP0027522,CUST0027522,2024-12-02,Mobile,Completed,Final Approval
APP0027523,CUST0027523,2025-08-25,Mobile,Abandoned,KYC
APP0027524,CUST0027524,2025-03-06,Mobile,Completed,Final Approval
APP0027525,CUST0027525,2025-05-21,Web,Completed,Final Approval
APP0027526,CUST0027526,2025-03-08,Web,Completed,Final Approval
APP0027527,CUST0027527,2024-09-03,Mobile,Completed,Final Approval
APP0027528,CUST0027528,2024-12-05,Mobile,Completed,Final Approval
APP0027529,CUST0027529,2025-07-03,Web,In Progress,Document Upload
APP0027530,CUST0027530,2025-03-05,Mobile,Completed,Final Approval
APP0027531,CUST0027531,2025-05-14,Mobile,Completed,Final Approval
APP0027532,CUST0027532,2025-06-05,Web,Completed,Final Approval
APP0027533,CUST0027533,2025-03-23,Branch,Completed,Final Approval
APP0027534,CUST0027534,2025-03-29,Branch,Rejected,Final Approval
APP0027535,CUST0027535,2024-11-25,Web,Completed,Final Approval
APP0027536,CUST0027536,2024-11-29,Branch,Completed,Final Approval
APP0027537,CUST0027537,2024-10-24,Mobile,In Progress,KYC
APP0027538,CUST0027538,2024-12-17,Mobile,Completed,Final Approval
APP0027539,CUST0027539,2025-04-17,Mobile,Abandoned,Form
APP0027540,CUST0027540,2025-08-04,Web,Completed,Final Approval
APP0027541,CUST0027541,2025-02-07,Web,Completed,Final Approval
APP0027542,CUST0027542,2025-04-07,Branch,Abandoned,Document Upload
APP0027543,CUST0027543,2025-07-11,Mobile,Completed,Final Approval
APP0027544,CUST0027544,2025-05-05,Mobile,Completed,Final Approval
APP0027545,CUST0027545,2024-12-04,Mobile,Completed,Final Approval
APP0027546,CUST0027546,2024-12-11,Web,Completed,Final Approval
APP0027547,CUST0027547,2025-04-20,Web,Rejected,KYC
APP0027548,CUST0027548,2024-12-14,Web,Completed,Final Approval
APP0027549,CUST0027549,2024-11-29,Mobile,Rejected,Document Upload
APP0027550,CUST0027550,2025-04-04,Mobile,Completed,Final Approval
APP0027551,CUST0027551,2025-04-20,Mobile,Abandoned,Form
APP0027552,CUST0027552,2024-12-01,Mobile,Completed,Final Approval
APP0027553,CUST0027553,2024-09-17,Mobile,Completed,Final Approval
APP0027554,CUST0027554,2025-06-07,Web,Completed,Final Approval
APP0027555,CUST0027555,2025-01-20,Web,Completed,Final Approval
APP0027556,CUST0027556,2025-04-19,Web,Abandoned,Document Upload
APP0027557,CUST0027557,2024-11-02,Mobile,Completed,Final Approval
APP0027558,CUST0027558,2024-12-23,Mobile,Completed,Final Approval
APP0027559,CUST0027559,2025-04-09,Mobile,In Progress,KYC
APP0027560,CUST0027560,2024-10-15,Mobile,In Progress,Form
APP0027561,CUST0027561,2024-12-24,Mobile,Abandoned,KYC
APP0027562,CUST0027562,2025-05-20,Mobile,Completed,Final Approval
APP0027563,CUST0027563,2025-06-08,Branch,Completed,Final Approval
APP0027564,CUST0027564,2025-01-06,Branch,Completed,Final Approval
APP0027565,CUST0027565,2024-10-11,Branch,Completed,Final Approval
APP0027566,CUST0027566,2024-09-09,Mobile,Completed,Final Approval
APP0027567,CUST0027567,2025-03-22,Mobile,In Progress,KYC
APP0027568,CUST0027568,2025-05-11,Mobile,Abandoned,Form
APP0027569,CUST0027569,2025-04-04,Web,Completed,Final Approval
APP0027570,CUST0027570,2025-01-25,Mobile,Completed,Final Approval
APP0027571,CUST0027571,2024-09-08,Mobile,Completed,Final Approval
APP0027572,CUST0027572,2024-11-21,Mobile,Completed,Final Approval
APP0027573,CUST0027573,2024-09-13,Mobile,Abandoned,KYC
APP0027574,CUST0027574,2025-02-15,Mobile,Completed,Final Approval
APP0027575,CUST0027575,2024-12-21,Mobile,Completed,Final Approval
APP0027576,CUST0027576,2024-09-25,Mobile,Completed,Final Approval
APP0027577,CUST0027577,2025-04-10,Web,Abandoned,KYC
APP0027578,CUST0027578,2025-01-13,Mobile,Abandoned,KYC
APP0027579,CUST0027579,2025-08-17,Mobile,Abandoned,Document Upload
APP0027580,CUST0027580,2025-01-30,Branch,Abandoned,Document Upload
APP0027581,CUST0027581,2024-10-03,Web,In Progress,KYC
APP0027582,CUST0027582,2025-05-14,Mobile,Completed,Final Approval
APP0027583,CUST0027583,2025-08-05,Web,Completed,Final Approval
APP0027584,CUST0027584,2025-05-10,Mobile,Abandoned,Document Upload
APP0027585,CUST0027585,2025-01-10,Web,In Progress,KYC
APP0027586,CUST0027586,2025-05-02,Web,Completed,Final Approval
APP0027587,CUST0027587,2025-06-18,Mobile,Completed,Final Approval
APP0027588,CUST0027588,2025-03-07,Mobile,Completed,Final Approval
APP0027589,CUST0027589,2025-06-17,Web,Completed,Final Approval
APP0027590,CUST0027590,2025-08-18,Web,Completed,Final Approval
APP0027591,CUST0027591,2025-06-02,Web,Completed,Final Approval
APP0027592,CUST0027592,2025-03-02,Mobile,Completed,Final Approval
APP0027593,CUST0027593,2025-02-26,Mobile,In Progress,Document Upload
APP0027594,CUST0027594,2025-07-02,Web,Abandoned,Form
APP0027595,CUST0027595,2025-07-15,Mobile,Abandoned,KYC
APP0027596,CUST0027596,2024-12-04,Mobile,Abandoned,KYC
APP0027597,CUST0027597,2024-09-03,Mobile,In Progress,Document Upload
APP0027598,CUST0027598,2025-06-21,Mobile,Completed,Final Approval
APP0027599,CUST0027599,2024-11-25,Mobile,Abandoned,KYC
APP0027600,CUST0027600,2025-08-29,Web,Completed,Final Approval
APP0027601,CUST0027601,2024-09-13,Mobile,In Progress,Final Approval
APP0027602,CUST0027602,2025-07-29,Mobile,Rejected,KYC
APP0027603,CUST0027603,2025-05-05,Web,Completed,Final Approval
APP0027604,CUST0027604,2024-12-19,Mobile,Completed,Final Approval
APP0027605,CUST0027605,2024-09-12,Web,Rejected,Document Upload
APP0027606,CUST0027606,2025-07-05,Web,Abandoned,KYC
APP0027607,CUST0027607,2024-10-13,Mobile,Abandoned,KYC
APP0027608,CUST0027608,2024-10-04,Branch,Completed,Final Approval
APP0027609,CUST0027609,2025-06-15,Web,Completed,Final Approval
APP0027610,CUST0027610,2025-05-05,Mobile,Completed,Final Approval
APP0027611,CUST0027611,2024-10-16,Web,Completed,Final Approval
APP0027612,CUST0027612,2025-01-02,Mobile,Completed,Final Approval
APP0027613,CUST0027613,2025-05-01,Web,Completed,Final Approval
APP0027614,CUST0027614,2025-04-28,Web,Completed,Final Approval
APP0027615,CUST0027615,2025-01-10,Branch,Completed,Final Approval
APP0027616,CUST0027616,2025-01-28,Mobile,Completed,Final Approval
APP0027617,CUST0027617,2024-09-29,Web,Completed,Final Approval
APP0027618,CUST0027618,2024-09-03,Mobile,Completed,Final Approval
APP0027619,CUST0027619,2025-08-19,Branch,Completed,Final Approval
APP0027620,CUST0027620,2024-11-23,Mobile,In Progress,Form
APP0027621,CUST0027621,2025-08-04,Mobile,In Progress,KYC
APP0027622,CUST0027622,2024-09-15,Web,Completed,Final Approval
APP0027623,CUST0027623,2025-08-27,Mobile,Rejected,Document Upload
APP0027624,CUST0027624,2025-02-02,Web,Completed,Final Approval
APP0027625,CUST0027625,2025-06-21,Mobile,Completed,Final Approval
APP0027626,CUST0027626,2025-07-03,Web,Rejected,Document Upload
APP0027627,CUST0027627,2025-01-06,Web,Completed,Final Approval
APP0027628,CUST0027628,2025-05-27,Web,Abandoned,Form
APP0027629,CUST0027629,2024-12-30,Mobile,Completed,Final Approval
APP0027630,CUST0027630,2025-06-14,Web,Completed,Final Approval
APP0027631,CUST0027631,2025-08-16,Mobile,Abandoned,Form
APP0027632,CUST0027632,2025-06-21,Branch,In Progress,KYC
APP0027633,CUST0027633,2025-05-23,Web,In Progress,KYC
APP0027634,CUST0027634,2025-01-13,Mobile,Completed,Final Approval
APP0027635,CUST0027635,2024-10-09,Mobile,Abandoned,Document Upload
APP0027636,CUST0027636,2025-03-03,Mobile,Completed,Final Approval
APP0027637,CUST0027637,2024-10-17,Branch,Completed,Final Approval
APP0027638,CUST0027638,2025-03-04,Mobile,Abandoned,Form
APP0027639,CUST0027639,2025-07-14,Mobile,Completed,Final Approval
APP0027640,CUST0027640,2024-10-11,Mobile,Completed,Final Approval
APP0027641,CUST0027641,2025-07-25,Web,Completed,Final Approval
APP0027642,CUST0027642,2025-04-06,Web,Abandoned,Document Upload
APP0027643,CUST0027643,2024-09-17,Mobile,Completed,Final Approval
APP0027644,CUST0027644,2025-05-20,Mobile,In Progress,Form
APP0027645,CUST0027645,2024-08-31,Mobile,Completed,Final Approval
APP0027646,CUST0027646,2025-04-11,Web,Completed,Final Approval
APP0027647,CUST0027647,2025-03-04,Branch,In Progress,Form
APP0027648,CUST0027648,2025-05-30,Web,In Progress,Form
APP0027649,CUST0027649,2025-01-15,Mobile,Completed,Final Approval
APP0027650,CUST0027650,2024-10-13,Mobile,Completed,Final Approval
APP0027651,CUST0027651,2025-01-19,Mobile,Completed,Final Approval
APP0027652,CUST0027652,2025-06-04,Web,Completed,Final Approval
APP0027653,CUST0027653,2025-08-14,Web,Completed,Final Approval
APP0027654,CUST0027654,2024-11-14,Mobile,Completed,Final Approval
APP0027655,CUST0027655,2025-01-06,Mobile,Completed,Final Approval
APP0027656,CUST0027656,2025-07-17,Mobile,Abandoned,Document Upload
APP0027657,CUST0027657,2024-12-23,Mobile,Completed,Final Approval
APP0027658,CUST0027658,2024-11-28,Branch,Completed,Final Approval
APP0027659,CUST0027659,2025-06-30,Mobile,Abandoned,Document Upload
APP0027660,CUST0027660,2025-02-26,Web,Completed,Final Approval
APP0027661,CUST0027661,2025-03-31,Web,Abandoned,Document Upload
APP0027662,CUST0027662,2025-02-24,Mobile,Completed,Final Approval
APP0027663,CUST0027663,2025-04-08,Mobile,Abandoned,KYC
APP0027664,CUST0027664,2024-12-07,Mobile,Completed,Final Approval
APP0027665,CUST0027665,2025-05-25,Web,Completed,Final Approval
APP0027666,CUST0027666,2025-01-10,Mobile,Completed,Final Approval
APP0027667,CUST0027667,2025-03-10,Web,In Progress,Document Upload
APP0027668,CUST0027668,2024-11-06,Web,Completed,Final Approval
APP0027669,CUST0027669,2024-09-04,Web,Rejected,KYC
APP0027670,CUST0027670,2025-03-27,Web,Completed,Final Approval
APP0027671,CUST0027671,2024-10-20,Mobile,Completed,Final Approval
APP0027672,CUST0027672,2025-07-30,Web,Completed,Final Approval
APP0027673,CUST0027673,2025-08-16,Web,Completed,Final Approval
APP0027674,CUST0027674,2024-12-24,Mobile,Completed,Final Approval
APP0027675,CUST0027675,2024-12-14,Mobile,Abandoned,KYC
APP0027676,CUST0027676,2025-03-04,Mobile,Abandoned,KYC
APP0027677,CUST0027677,2024-11-13,Mobile,In Progress,Form
APP0027678,CUST0027678,2025-07-11,Mobile,Completed,Final Approval
APP0027679,CUST0027679,2024-10-07,Mobile,Completed,Final Approval
APP0027680,CUST0027680,2025-02-12,Branch,Completed,Final Approval
APP0027681,CUST0027681,2024-11-07,Mobile,Completed,Final Approval
APP0027682,CUST0027682,2025-06-30,Mobile,Completed,Final Approval
APP0027683,CUST0027683,2024-10-22,Mobile,Completed,Final Approval
APP0027684,CUST0027684,2025-02-09,Mobile,Abandoned,KYC
APP0027685,CUST0027685,2025-07-01,Branch,Completed,Final Approval
APP0027686,CUST0027686,2025-02-07,Mobile,Completed,Final Approval
APP0027687,CUST0027687,2024-11-06,Mobile,Completed,Final Approval
APP0027688,CUST0027688,2024-10-27,Mobile,Completed,Final Approval
APP0027689,CUST0027689,2025-04-08,Mobile,Completed,Final Approval
APP0027690,CUST0027690,2024-10-15,Web,Completed,Final Approval
APP0027691,CUST0027691,2025-01-07,Mobile,Abandoned,KYC
APP0027692,CUST0027692,2025-04-11,Web,Completed,Final Approval
APP0027693,CUST0027693,2025-01-16,Web,Completed,Final Approval
APP0027694,CUST0027694,2025-06-28,Web,Rejected,KYC
APP0027695,CUST0027695,2025-05-09,Mobile,Completed,Final Approval
APP0027696,CUST0027696,2024-10-19,Mobile,Completed,Final Approval
APP0027697,CUST0027697,2025-06-25,Mobile,Rejected,Document Upload
APP0027698,CUST0027698,2025-07-29,Mobile,Abandoned,KYC
APP0027699,CUST0027699,2024-11-12,Mobile,Completed,Final Approval
APP0027700,CUST0027700,2025-01-08,Web,Abandoned,Document Upload
APP0027701,CUST0027701,2025-01-22,Branch,Completed,Final Approval
APP0027702,CUST0027702,2025-02-02,Web,Completed,Final Approval
APP0027703,CUST0027703,2025-02-16,Mobile,Completed,Final Approval
APP0027704,CUST0027704,2025-07-23,Mobile,Completed,Final Approval
APP0027705,CUST0027705,2025-04-25,Branch,Completed,Final Approval
APP0027706,CUST0027706,2025-07-24,Mobile,Completed,Final Approval
APP0027707,CUST0027707,2025-01-05,Mobile,Completed,Final Approval
APP0027708,CUST0027708,2025-03-10,Branch,Completed,Final Approval
APP0027709,CUST0027709,2024-10-08,Mobile,Completed,Final Approval
APP0027710,CUST0027710,2024-12-10,Web,Completed,Final Approval
APP0027711,CUST0027711,2025-04-01,Mobile,Rejected,Final Approval
APP0027712,CUST0027712,2024-11-01,Web,Abandoned,Form
APP0027713,CUST0027713,2025-08-16,Mobile,In Progress,KYC
APP0027714,CUST0027714,2024-12-08,Web,Completed,Final Approval
APP0027715,CUST0027715,2024-10-28,Mobile,Completed,Final Approval
APP0027716,CUST0027716,2025-06-11,Mobile,Abandoned,KYC
APP0027717,CUST0027717,2024-10-02,Web,Completed,Final Approval
APP0027718,CUST0027718,2024-12-27,Web,Completed,Final Approval
APP0027719,CUST0027719,2024-11-11,Mobile,Completed,Final Approval
APP0027720,CUST0027720,2025-05-11,Mobile,Abandoned,Form
APP0027721,CUST0027721,2025-07-04,Mobile,In Progress,Form
APP0027722,CUST0027722,2024-11-10,Branch,Completed,Final Approval
APP0027723,CUST0027723,2025-01-29,Web,Rejected,Document Upload
APP0027724,CUST0027724,2025-02-21,Mobile,Abandoned,Form
APP0027725,CUST0027725,2025-05-10,Mobile,Abandoned,Form
APP0027726,CUST0027726,2025-01-06,Mobile,Abandoned,KYC
APP0027727,CUST0027727,2025-03-09,Branch,Completed,Final Approval
APP0027728,CUST0027728,2025-03-02,Mobile,Completed,Final Approval
APP0027729,CUST0027729,2024-09-04,Mobile,Completed,Final Approval
APP0027730,CUST0027730,2025-03-27,Mobile,Abandoned,KYC
APP0027731,CUST0027731,2025-03-26,Web,Abandoned,Form
APP0027732,CUST0027732,2025-08-27,Web,Abandoned,KYC
APP0027733,CUST0027733,2025-03-05,Web,Abandoned,Final Approval
APP0027734,CUST0027734,2025-07-25,Web,Rejected,Document Upload
APP0027735,CUST0027735,2025-01-05,Web,Completed,Final Approval
APP0027736,CUST0027736,2025-05-11,Branch,In Progress,Document Upload
APP0027737,CUST0027737,2025-07-26,Mobile,Completed,Final Approval
APP0027738,CUST0027738,2024-10-26,Mobile,Completed,Final Approval
APP0027739,CUST0027739,2025-03-25,Mobile,Abandoned,Form
APP0027740,CUST0027740,2025-08-01,Web,Abandoned,Document Upload
APP0027741,CUST0027741,2025-03-21,Mobile,Abandoned,Document Upload
APP0027742,CUST0027742,2025-07-22,Mobile,Completed,Final Approval
APP0027743,CUST0027743,2025-01-31,Web,Completed,Final Approval
APP0027744,CUST0027744,2025-07-20,Mobile,Completed,Final Approval
APP0027745,CUST0027745,2025-04-17,Web,Abandoned,Form
APP0027746,CUST0027746,2025-02-21,Web,Abandoned,KYC
APP0027747,CUST0027747,2024-11-17,Branch,Completed,Final Approval
APP0027748,CUST0027748,2024-11-01,Web,Completed,Final Approval
APP0027749,CUST0027749,2024-12-14,Mobile,Completed,Final Approval
APP0027750,CUST0027750,2025-06-02,Mobile,In Progress,Form
APP0027751,CUST0027751,2025-02-17,Mobile,Completed,Final Approval
APP0027752,CUST0027752,2025-01-19,Mobile,Abandoned,Form
APP0027753,CUST0027753,2025-02-17,Web,Rejected,Document Upload
APP0027754,CUST0027754,2025-01-03,Web,Completed,Final Approval
APP0027755,CUST0027755,2025-06-21,Web,In Progress,Form
APP0027756,CUST0027756,2025-01-20,Web,Completed,Final Approval
APP0027757,CUST0027757,2025-02-19,Web,Abandoned,KYC
APP0027758,CUST0027758,2025-03-23,Web,Completed,Final Approval
APP0027759,CUST0027759,2025-04-23,Mobile,Completed,Final Approval
APP0027760,CUST0027760,2024-12-30,Mobile,Completed,Final Approval
APP0027761,CUST0027761,2024-09-26,Mobile,Completed,Final Approval
APP0027762,CUST0027762,2025-05-09,Web,Completed,Final Approval
APP0027763,CUST0027763,2025-03-23,Branch,Abandoned,Document Upload
APP0027764,CUST0027764,2025-04-24,Branch,Completed,Final Approval
APP0027765,CUST0027765,2025-03-17,Mobile,Abandoned,KYC
APP0027766,CUST0027766,2025-03-04,Branch,Completed,Final Approval
APP0027767,CUST0027767,2025-08-12,Web,Completed,Final Approval
APP0027768,CUST0027768,2024-09-19,Mobile,Completed,Final Approval
APP0027769,CUST0027769,2024-10-03,Web,Completed,Final Approval
APP0027770,CUST0027770,2025-08-07,Branch,Completed,Final Approval
APP0027771,CUST0027771,2025-07-20,Mobile,Completed,Final Approval
APP0027772,CUST0027772,2025-01-28,Branch,Completed,Final Approval
APP0027773,CUST0027773,2025-03-16,Mobile,Completed,Final Approval
APP0027774,CUST0027774,2025-02-11,Mobile,Completed,Final Approval
APP0027775,CUST0027775,2025-08-29,Mobile,Abandoned,KYC
APP0027776,CUST0027776,2025-02-13,Mobile,Completed,Final Approval
APP0027777,CUST0027777,2025-06-04,Web,Completed,Final Approval
APP0027778,CUST0027778,2025-01-11,Mobile,Completed,Final Approval
APP0027779,CUST0027779,2025-01-17,Mobile,Completed,Final Approval
APP0027780,CUST0027780,2025-05-04,Branch,Completed,Final Approval
APP0027781,CUST0027781,2025-01-23,Mobile,Completed,Final Approval
APP0027782,CUST0027782,2024-09-05,Mobile,Completed,Final Approval
APP0027783,CUST0027783,2024-11-02,Branch,Abandoned,Form
APP0027784,CUST0027784,2025-07-15,Branch,Rejected,KYC
APP0027785,CUST0027785,2025-01-11,Web,Abandoned,Form
APP0027786,CUST0027786,2024-10-07,Mobile,Completed,Final Approval
APP0027787,CUST0027787,2025-08-08,Mobile,Rejected,Document Upload
APP0027788,CUST0027788,2025-08-30,Web,Abandoned,KYC
APP0027789,CUST0027789,2025-03-01,Web,Completed,Final Approval
APP0027790,CUST0027790,2025-04-17,Web,Abandoned,KYC
APP0027791,CUST0027791,2025-06-02,Mobile,Completed,Final Approval
APP0027792,CUST0027792,2024-09-24,Web,Abandoned,KYC
APP0027793,CUST0027793,2024-12-17,Web,Rejected,Document Upload
APP0027794,CUST0027794,2025-03-24,Web,Completed,Final Approval
APP0027795,CUST0027795,2025-03-19,Mobile,Abandoned,Form
APP0027796,CUST0027796,2024-12-29,Mobile,Completed,Final Approval
APP0027797,CUST0027797,2024-08-31,Mobile,Completed,Final Approval
APP0027798,CUST0027798,2025-08-13,Web,Completed,Final Approval
APP0027799,CUST0027799,2025-04-12,Web,Abandoned,Form
APP0027800,CUST0027800,2025-06-02,Mobile,Abandoned,Document Upload
APP0027801,CUST0027801,2025-02-06,Mobile,Completed,Final Approval
APP0027802,CUST0027802,2025-03-04,Web,In Progress,KYC
APP0027803,CUST0027803,2025-02-09,Mobile,Completed,Final Approval
APP0027804,CUST0027804,2025-02-03,Web,Abandoned,Document Upload
APP0027805,CUST0027805,2025-05-02,Mobile,Completed,Final Approval
APP0027806,CUST0027806,2025-08-29,Web,Completed,Final Approval
APP0027807,CUST0027807,2025-06-10,Mobile,Completed,Final Approval
APP0027808,CUST0027808,2025-05-01,Web,Completed,Final Approval
APP0027809,CUST0027809,2024-09-04,Mobile,Completed,Final Approval
APP0027810,CUST0027810,2025-03-06,Mobile,Completed,Final Approval
APP0027811,CUST0027811,2025-08-14,Mobile,Rejected,KYC
APP0027812,CUST0027812,2025-01-23,Mobile,Completed,Final Approval
APP0027813,CUST0027813,2025-03-19,Web,Abandoned,Document Upload
APP0027814,CUST0027814,2024-12-27,Web,Abandoned,Form
APP0027815,CUST0027815,2024-11-08,Mobile,Abandoned,Form
APP0027816,CUST0027816,2025-05-15,Web,Abandoned,Document Upload
APP0027817,CUST0027817,2024-12-23,Mobile,Rejected,Document Upload
APP0027818,CUST0027818,2025-04-02,Mobile,In Progress,Document Upload
APP0027819,CUST0027819,2025-04-04,Mobile,Abandoned,Form
APP0027820,CUST0027820,2025-07-06,Web,Completed,Final Approval
APP0027821,CUST0027821,2025-08-08,Mobile,Completed,Final Approval
APP0027822,CUST0027822,2025-03-21,Mobile,Abandoned,Document Upload
APP0027823,CUST0027823,2024-09-18,Mobile,In Progress,Document Upload
APP0027824,CUST0027824,2025-03-31,Mobile,Completed,Final Approval
APP0027825,CUST0027825,2025-07-19,Mobile,Completed,Final Approval
APP0027826,CUST0027826,2025-02-21,Mobile,Completed,Final Approval
APP0027827,CUST0027827,2025-03-25,Web,Completed,Final Approval
APP0027828,CUST0027828,2025-06-05,Mobile,Completed,Final Approval
APP0027829,CUST0027829,2025-02-07,Mobile,Completed,Final Approval
APP0027830,CUST0027830,2025-01-29,Web,Completed,Final Approval
APP0027831,CUST0027831,2025-02-22,Mobile,Completed,Final Approval
APP0027832,CUST0027832,2025-07-07,Mobile,Abandoned,KYC
APP0027833,CUST0027833,2025-02-25,Web,Abandoned,KYC
APP0027834,CUST0027834,2024-12-28,Mobile,Completed,Final Approval
APP0027835,CUST0027835,2025-04-05,Web,Completed,Final Approval
APP0027836,CUST0027836,2025-05-10,Web,Completed,Final Approval
APP0027837,CUST0027837,2025-07-30,Web,Completed,Final Approval
APP0027838,CUST0027838,2025-07-22,Mobile,Completed,Final Approval
APP0027839,CUST0027839,2025-06-12,Web,Completed,Final Approval
APP0027840,CUST0027840,2025-06-07,Web,Abandoned,Form
APP0027841,CUST0027841,2025-02-11,Web,Completed,Final Approval
APP0027842,CUST0027842,2025-01-03,Mobile,Abandoned,KYC
APP0027843,CUST0027843,2025-03-24,Web,Completed,Final Approval
APP0027844,CUST0027844,2025-05-15,Mobile,Completed,Final Approval
APP0027845,CUST0027845,2025-03-08,Mobile,In Progress,Document Upload
APP0027846,CUST0027846,2024-11-14,Mobile,Rejected,KYC
APP0027847,CUST0027847,2024-09-05,Branch,Completed,Final Approval
APP0027848,CUST0027848,2024-09-21,Web,Completed,Final Approval
APP0027849,CUST0027849,2025-02-02,Web,Completed,Final Approval
APP0027850,CUST0027850,2025-06-15,Web,Abandoned,Document Upload
APP0027851,CUST0027851,2025-06-15,Mobile,Rejected,KYC
APP0027852,CUST0027852,2025-06-21,Mobile,Completed,Final Approval
APP0027853,CUST0027853,2025-05-16,Web,Completed,Final Approval
APP0027854,CUST0027854,2024-09-08,Web,Completed,Final Approval
APP0027855,CUST0027855,2025-07-19,Web,Abandoned,Final Approval
APP0027856,CUST0027856,2025-08-11,Mobile,Completed,Final Approval
APP0027857,CUST0027857,2025-07-07,Web,Completed,Final Approval
APP0027858,CUST0027858,2025-02-09,Web,In Progress,KYC
APP0027859,CUST0027859,2024-11-17,Mobile,Completed,Final Approval
APP0027860,CUST0027860,2025-07-27,Web,Completed,Final Approval
APP0027861,CUST0027861,2024-11-06,Mobile,In Progress,Document Upload
APP0027862,CUST0027862,2025-06-14,Mobile,In Progress,Form
APP0027863,CUST0027863,2025-08-18,Web,Completed,Final Approval
APP0027864,CUST0027864,2025-07-25,Mobile,Completed,Final Approval
APP0027865,CUST0027865,2025-03-09,Web,Completed,Final Approval
APP0027866,CUST0027866,2025-07-01,Web,Abandoned,Document Upload
APP0027867,CUST0027867,2025-06-30,Mobile,Completed,Final Approval
APP0027868,CUST0027868,2025-08-21,Web,In Progress,Document Upload
APP0027869,CUST0027869,2025-01-09,Mobile,Completed,Final Approval
APP0027870,CUST0027870,2025-04-17,Mobile,Completed,Final Approval
APP0027871,CUST0027871,2025-06-25,Mobile,Completed,Final Approval
APP0027872,CUST0027872,2024-11-21,Web,Completed,Final Approval
APP0027873,CUST0027873,2024-11-21,Mobile,Completed,Final Approval
APP0027874,CUST0027874,2025-01-20,Mobile,Abandoned,KYC
APP0027875,CUST0027875,2025-01-09,Web,Completed,Final Approval
APP0027876,CUST0027876,2025-06-01,Web,Completed,Final Approval
