Log_ID,Application_ID,Error_Code,Downtime_Minutes,Step_Failed
LOG00017538,APP0017538,None,0,Final Approval
LOG00017539,APP0017539,None,0,Final Approval
LOG00017540,APP0017540,None,0,Document Upload
LOG00017541,APP0017541,None,0,Final Approval
LOG00017542,APP0017542,Upload Error,46,Final Approval
LOG00017543,APP0017543,Timeout,57,KYC
LOG00017544,APP0017544,Timeout,18,Form
LOG00017545,APP0017545,None,0,Final Approval
LOG00017546,APP0017546,None,0,Form
LOG00017547,APP0017547,None,0,Final Approval
LOG00017548,APP0017548,None,0,Final Approval
LOG00017549,APP0017549,None,0,Final Approval
LOG00017550,APP0017550,None,0,Final Approval
LOG00017551,APP0017551,None,0,Final Approval
LOG00017552,APP0017552,None,0,Document Upload
LOG00017553,APP0017553,None,0,Final Approval
LOG00017554,APP0017554,None,0,Form
LOG00017555,APP0017555,None,0,KYC
LOG00017556,APP0017556,None,0,KYC
LOG00017557,APP0017557,None,0,Final Approval
LOG00017558,APP0017558,None,0,Final Approval
LOG00017559,APP0017559,None,0,Form
LOG00017560,APP0017560,None,0,KYC
LOG00017561,APP0017561,Upload Error,46,Final Approval
LOG00017562,APP0017562,None,0,Final Approval
LOG00017563,APP0017563,None,0,KYC
LOG00017564,APP0017564,None,0,Form
LOG00017565,APP0017565,None,0,Final Approval
LOG00017566,APP0017566,None,0,Final Approval
LOG00017567,APP0017567,None,0,KYC
LOG00017568,APP0017568,Upload Error,43,Document Upload
LOG00017569,APP0017569,None,0,Final Approval
LOG00017570,APP0017570,None,0,Final Approval
LOG00017571,APP0017571,API Failure,46,KYC
LOG00017572,APP0017572,None,0,Final Approval
LOG00017573,APP0017573,None,0,Final Approval
LOG00017574,APP0017574,None,0,Document Upload
LOG00017575,APP0017575,None,0,Final Approval
LOG00017576,APP0017576,Timeout,17,Form
LOG00017577,APP0017577,Upload Error,52,Final Approval
LOG00017578,APP0017578,None,0,Final Approval
LOG00017579,APP0017579,None,0,Final Approval
LOG00017580,APP0017580,Timeout,56,Final Approval
LOG00017581,APP0017581,Timeout,42,Final Approval
LOG00017582,APP0017582,Upload Error,18,Final Approval
LOG00017583,APP0017583,None,0,Final Approval
LOG00017584,APP0017584,None,0,Document Upload
LOG00017585,APP0017585,None,0,Form
LOG00017586,APP0017586,None,0,Final Approval
LOG00017587,APP0017587,None,0,Final Approval
LOG00017588,APP0017588,Timeout,44,Final Approval
LOG00017589,APP0017589,None,0,Final Approval
LOG00017590,APP0017590,API Failure,35,Final Approval
LOG00017591,APP0017591,None,0,Form
LOG00017592,APP0017592,None,0,Form
LOG00017593,APP0017593,None,0,Final Approval
LOG00017594,APP0017594,None,0,Final Approval
LOG00017595,APP0017595,Timeout,8,Document Upload
LOG00017596,APP0017596,None,0,Document Upload
LOG00017597,APP0017597,None,0,Final Approval
LOG00017598,APP0017598,Upload Error,52,Document Upload
LOG00017599,APP0017599,API Failure,43,Final Approval
LOG00017600,APP0017600,None,0,Final Approval
LOG00017601,APP0017601,None,0,Final Approval
LOG00017602,APP0017602,Timeout,52,Document Upload
LOG00017603,APP0017603,None,0,Final Approval
LOG00017604,APP0017604,None,0,Final Approval
LOG00017605,APP0017605,None,0,Final Approval
LOG00017606,APP0017606,None,0,Final Approval
LOG00017607,APP0017607,None,0,KYC
LOG00017608,APP0017608,Timeout,33,Form
LOG00017609,APP0017609,Upload Error,38,Final Approval
LOG00017610,APP0017610,None,0,Form
LOG00017611,APP0017611,Timeout,21,KYC
LOG00017612,APP0017612,Timeout,16,Form
LOG00017613,APP0017613,None,0,Final Approval
LOG00017614,APP0017614,None,0,Final Approval
LOG00017615,APP0017615,None,0,Final Approval
LOG00017616,APP0017616,None,0,Final Approval
LOG00017617,APP0017617,Timeout,17,Form
LOG00017618,APP0017618,None,0,Final Approval
LOG00017619,APP0017619,None,0,Final Approval
LOG00017620,APP0017620,None,0,Final Approval
LOG00017621,APP0017621,Upload Error,45,Document Upload
LOG00017622,APP0017622,Timeout,46,KYC
LOG00017623,APP0017623,None,0,Final Approval
LOG00017624,APP0017624,None,0,Final Approval
LOG00017625,APP0017625,None,0,Final Approval
LOG00017626,APP0017626,None,0,Final Approval
LOG00017627,APP0017627,None,0,Final Approval
LOG00017628,APP0017628,None,0,Document Upload
LOG00017629,APP0017629,None,0,Final Approval
LOG00017630,APP0017630,API Failure,8,Final Approval
LOG00017631,APP0017631,None,0,Final Approval
LOG00017632,APP0017632,Timeout,58,KYC
LOG00017633,APP0017633,None,0,Final Approval
LOG00017634,APP0017634,Upload Error,30,Document Upload
LOG00017635,APP0017635,None,0,Final Approval
LOG00017636,APP0017636,None,0,Final Approval
LOG00017637,APP0017637,None,0,Final Approval
LOG00017638,APP0017638,None,0,KYC
LOG00017639,APP0017639,None,0,Final Approval
LOG00017640,APP0017640,None,0,Final Approval
LOG00017641,APP0017641,Upload Error,46,Document Upload
LOG00017642,APP0017642,Upload Error,27,Final Approval
LOG00017643,APP0017643,Timeout,10,Form
LOG00017644,APP0017644,None,0,Final Approval
LOG00017645,APP0017645,None,0,Final Approval
LOG00017646,APP0017646,None,0,Final Approval
LOG00017647,APP0017647,None,0,Final Approval
LOG00017648,APP0017648,Upload Error,15,Final Approval
LOG00017649,APP0017649,None,0,Final Approval
LOG00017650,APP0017650,None,0,Final Approval
LOG00017651,APP0017651,None,0,Document Upload
LOG00017652,APP0017652,API Failure,58,KYC
LOG00017653,APP0017653,Timeout,5,Form
LOG00017654,APP0017654,Upload Error,3,Document Upload
LOG00017655,APP0017655,API Failure,17,Form
LOG00017656,APP0017656,None,0,Form
LOG00017657,APP0017657,None,0,Final Approval
LOG00017658,APP0017658,None,0,Final Approval
LOG00017659,APP0017659,None,0,Final Approval
LOG00017660,APP0017660,None,0,KYC
LOG00017661,APP0017661,None,0,Final Approval
LOG00017662,APP0017662,None,0,Final Approval
LOG00017663,APP0017663,None,0,Final Approval
LOG00017664,APP0017664,None,0,KYC
LOG00017665,APP0017665,Timeout,34,Final Approval
LOG00017666,APP0017666,API Failure,32,Final Approval
LOG00017667,APP0017667,None,0,Final Approval
LOG00017668,APP0017668,API Failure,22,KYC
LOG00017669,APP0017669,None,0,Final Approval
LOG00017670,APP0017670,Upload Error,9,Final Approval
LOG00017671,APP0017671,None,0,KYC
LOG00017672,APP0017672,None,0,Final Approval
LOG00017673,APP0017673,None,0,Final Approval
LOG00017674,APP0017674,None,0,Final Approval
LOG00017675,APP0017675,None,0,Final Approval
LOG00017676,APP0017676,None,0,Final Approval
LOG00017677,APP0017677,None,0,Final Approval
LOG00017678,APP0017678,Upload Error,26,Document Upload
LOG00017679,APP0017679,API Failure,48,KYC
LOG00017680,APP0017680,None,0,Final Approval
LOG00017681,APP0017681,None,0,Final Approval
LOG00017682,APP0017682,None,0,Document Upload
LOG00017683,APP0017683,None,0,Final Approval
LOG00017684,APP0017684,None,0,Final Approval
LOG00017685,APP0017685,None,0,Form
LOG00017686,APP0017686,None,0,Final Approval
LOG00017687,APP0017687,None,0,Final Approval
LOG00017688,APP0017688,Timeout,23,Final Approval
LOG00017689,APP0017689,None,0,Final Approval
LOG00017690,APP0017690,Timeout,13,Form
LOG00017691,APP0017691,None,0,Final Approval
LOG00017692,APP0017692,None,0,Final Approval
LOG00017693,APP0017693,None,0,Final Approval
LOG00017694,APP0017694,None,0,Document Upload
LOG00017695,APP0017695,None,0,Final Approval
LOG00017696,APP0017696,None,0,Final Approval
LOG00017697,APP0017697,None,0,Final Approval
LOG00017698,APP0017698,None,0,Final Approval
LOG00017699,APP0017699,API Failure,51,Document Upload
LOG00017700,APP0017700,None,0,Final Approval
LOG00017701,APP0017701,Timeout,52,Form
LOG00017702,APP0017702,None,0,Document Upload
LOG00017703,APP0017703,None,0,Final Approval
LOG00017704,APP0017704,None,0,Final Approval
LOG00017705,APP0017705,Timeout,56,Form
LOG00017706,APP0017706,None,0,KYC
LOG00017707,APP0017707,Upload Error,44,Document Upload
LOG00017708,APP0017708,Timeout,5,KYC
LOG00017709,APP0017709,None,0,Final Approval
LOG00017710,APP0017710,None,0,Final Approval
LOG00017711,APP0017711,None,0,Final Approval
LOG00017712,APP0017712,None,0,Document Upload
LOG00017713,APP0017713,None,0,Document Upload
LOG00017714,APP0017714,API Failure,33,KYC
LOG00017715,APP0017715,Upload Error,56,Document Upload
LOG00017716,APP0017716,None,0,Final Approval
LOG00017717,APP0017717,None,0,Final Approval
LOG00017718,APP0017718,Upload Error,40,Document Upload
LOG00017719,APP0017719,None,0,Final Approval
LOG00017720,APP0017720,API Failure,13,Form
LOG00017721,APP0017721,None,0,Final Approval
LOG00017722,APP0017722,None,0,Final Approval
LOG00017723,APP0017723,None,0,Final Approval
LOG00017724,APP0017724,None,0,Final Approval
LOG00017725,APP0017725,None,0,Final Approval
LOG00017726,APP0017726,None,0,Final Approval
LOG00017727,APP0017727,Timeout,37,Document Upload
LOG00017728,APP0017728,None,0,Final Approval
LOG00017729,APP0017729,None,0,KYC
LOG00017730,APP0017730,Timeout,16,Final Approval
LOG00017731,APP0017731,None,0,Final Approval
LOG00017732,APP0017732,None,0,Final Approval
LOG00017733,APP0017733,API Failure,3,KYC
LOG00017734,APP0017734,None,0,Final Approval
LOG00017735,APP0017735,None,0,Final Approval
LOG00017736,APP0017736,None,0,Form
LOG00017737,APP0017737,None,0,Document Upload
LOG00017738,APP0017738,None,0,Final Approval
LOG00017739,APP0017739,Timeout,37,Form
LOG00017740,APP0017740,None,0,Final Approval
LOG00017741,APP0017741,API Failure,35,Final Approval
LOG00017742,APP0017742,Timeout,52,Final Approval
LOG00017743,APP0017743,Timeout,11,KYC
LOG00017744,APP0017744,None,0,Form
LOG00017745,APP0017745,Timeout,13,KYC
LOG00017746,APP0017746,None,0,Final Approval
LOG00017747,APP0017747,None,0,Final Approval
LOG00017748,APP0017748,None,0,Document Upload
LOG00017749,APP0017749,None,0,Final Approval
LOG00017750,APP0017750,None,0,Final Approval
LOG00017751,APP0017751,None,0,KYC
LOG00017752,APP0017752,None,0,Final Approval
LOG00017753,APP0017753,None,0,Form
LOG00017754,APP0017754,None,0,Document Upload
LOG00017755,APP0017755,None,0,Form
LOG00017756,APP0017756,None,0,Form
LOG00017757,APP0017757,Upload Error,29,Document Upload
LOG00017758,APP0017758,None,0,Final Approval
LOG00017759,APP0017759,None,0,Final Approval
LOG00017760,APP0017760,API Failure,47,KYC
LOG00017761,APP0017761,None,0,Final Approval
LOG00017762,APP0017762,None,0,Final Approval
LOG00017763,APP0017763,None,0,Final Approval
LOG00017764,APP0017764,API Failure,58,Final Approval
LOG00017765,APP0017765,None,0,Final Approval
LOG00017766,APP0017766,None,0,Final Approval
LOG00017767,APP0017767,None,0,Final Approval
LOG00017768,APP0017768,None,0,Final Approval
LOG00017769,APP0017769,API Failure,17,Form
LOG00017770,APP0017770,Timeout,34,Final Approval
LOG00017771,APP0017771,None,0,Document Upload
LOG00017772,APP0017772,Timeout,47,Form
LOG00017773,APP0017773,Timeout,21,Form
LOG00017774,APP0017774,None,0,KYC
LOG00017775,APP0017775,None,0,Final Approval
LOG00017776,APP0017776,None,0,Final Approval
LOG00017777,APP0017777,None,0,KYC
LOG00017778,APP0017778,Timeout,55,Document Upload
LOG00017779,APP0017779,None,0,Form
LOG00017780,APP0017780,Timeout,27,Final Approval
LOG00017781,APP0017781,None,0,Final Approval
LOG00017782,APP0017782,Timeout,57,Final Approval
LOG00017783,APP0017783,None,0,Final Approval
LOG00017784,APP0017784,None,0,Document Upload
LOG00017785,APP0017785,Timeout,48,KYC
LOG00017786,APP0017786,API Failure,41,Document Upload
LOG00017787,APP0017787,None,0,Final Approval
LOG00017788,APP0017788,None,0,Final Approval
LOG00017789,APP0017789,Timeout,47,Final Approval
LOG00017790,APP0017790,None,0,Final Approval
LOG00017791,APP0017791,None,0,Final Approval
LOG00017792,APP0017792,API Failure,12,Document Upload
LOG00017793,APP0017793,None,0,Final Approval
LOG00017794,APP0017794,API Failure,36,Document Upload
LOG00017795,APP0017795,API Failure,34,KYC
LOG00017796,APP0017796,None,0,Final Approval
LOG00017797,APP0017797,Timeout,50,KYC
LOG00017798,APP0017798,None,0,Document Upload
LOG00017799,APP0017799,Timeout,43,Form
LOG00017800,APP0017800,Timeout,58,KYC
LOG00017801,APP0017801,None,0,Final Approval
LOG00017802,APP0017802,API Failure,52,KYC
LOG00017803,APP0017803,None,0,KYC
LOG00017804,APP0017804,Upload Error,13,Document Upload
LOG00017805,APP0017805,None,0,Document Upload
LOG00017806,APP0017806,None,0,Final Approval
LOG00017807,APP0017807,None,0,Final Approval
LOG00017808,APP0017808,None,0,Final Approval
LOG00017809,APP0017809,None,0,Final Approval
LOG00017810,APP0017810,None,0,Final Approval
LOG00017811,APP0017811,None,0,Final Approval
LOG00017812,APP0017812,None,0,Final Approval
LOG00017813,APP0017813,None,0,Final Approval
LOG00017814,APP0017814,None,0,Document Upload
LOG00017815,APP0017815,None,0,KYC
LOG00017816,APP0017816,None,0,Final Approval
LOG00017817,APP0017817,None,0,Final Approval
LOG00017818,APP0017818,None,0,Final Approval
LOG00017819,APP0017819,None,0,Form
LOG00017820,APP0017820,None,0,Document Upload
LOG00017821,APP0017821,None,0,Document Upload
LOG00017822,APP0017822,None,0,Final Approval
LOG00017823,APP0017823,None,0,KYC
LOG00017824,APP0017824,Timeout,35,Final Approval
LOG00017825,APP0017825,None,0,Final Approval
LOG00017826,APP0017826,None,0,Final Approval
LOG00017827,APP0017827,None,0,Final Approval
LOG00017828,APP0017828,None,0,Final Approval
LOG00017829,APP0017829,None,0,Final Approval
LOG00017830,APP0017830,Timeout,49,Form
LOG00017831,APP0017831,None,0,Final Approval
LOG00017832,APP0017832,None,0,Document Upload
LOG00017833,APP0017833,Upload Error,19,Document Upload
LOG00017834,APP0017834,None,0,Final Approval
LOG00017835,APP0017835,None,0,Final Approval
LOG00017836,APP0017836,None,0,Final Approval
LOG00017837,APP0017837,Timeout,28,Final Approval
LOG00017838,APP0017838,None,0,Final Approval
LOG00017839,APP0017839,None,0,Final Approval
LOG00017840,APP0017840,Timeout,18,Form
LOG00017841,APP0017841,None,0,KYC
LOG00017842,APP0017842,None,0,Final Approval
LOG00017843,APP0017843,API Failure,40,KYC
LOG00017844,APP0017844,None,0,Form
LOG00017845,APP0017845,None,0,Final Approval
LOG00017846,APP0017846,None,0,Final Approval
LOG00017847,APP0017847,None,0,KYC
LOG00017848,APP0017848,None,0,Final Approval
LOG00017849,APP0017849,None,0,Final Approval
LOG00017850,APP0017850,None,0,Final Approval
LOG00017851,APP0017851,None,0,KYC
LOG00017852,APP0017852,None,0,KYC
LOG00017853,APP0017853,None,0,Final Approval
LOG00017854,APP0017854,None,0,Final Approval
LOG00017855,APP0017855,Timeout,47,Form
LOG00017856,APP0017856,None,0,KYC
LOG00017857,APP0017857,None,0,Final Approval
LOG00017858,APP0017858,None,0,Final Approval
LOG00017859,APP0017859,None,0,Final Approval
LOG00017860,APP0017860,None,0,Final Approval
LOG00017861,APP0017861,None,0,Final Approval
LOG00017862,APP0017862,Timeout,26,KYC
LOG00017863,APP0017863,None,0,Final Approval
LOG00017864,APP0017864,None,0,Document Upload
LOG00017865,APP0017865,None,0,Final Approval
LOG00017866,APP0017866,None,0,Final Approval
LOG00017867,APP0017867,API Failure,24,KYC
LOG00017868,APP0017868,None,0,Final Approval
LOG00017869,APP0017869,None,0,Final Approval
LOG00017870,APP0017870,None,0,Final Approval
LOG00017871,APP0017871,None,0,Form
LOG00017872,APP0017872,None,0,KYC
LOG00017873,APP0017873,None,0,Form
LOG00017874,APP0017874,None,0,Final Approval
LOG00017875,APP0017875,None,0,Final Approval
LOG00017876,APP0017876,None,0,Form
LOG00017877,APP0017877,None,0,Final Approval
LOG00017878,APP0017878,API Failure,46,Document Upload
LOG00017879,APP0017879,None,0,Final Approval
LOG00017880,APP0017880,None,0,Final Approval
LOG00017881,APP0017881,None,0,Final Approval
LOG00017882,APP0017882,None,0,Final Approval
LOG00017883,APP0017883,None,0,Form
LOG00017884,APP0017884,None,0,Final Approval
LOG00017885,APP0017885,None,0,KYC
LOG00017886,APP0017886,None,0,Form
LOG00017887,APP0017887,None,0,Final Approval
LOG00017888,APP0017888,Timeout,16,Final Approval
LOG00017889,APP0017889,None,0,Form
LOG00017890,APP0017890,API Failure,26,KYC
LOG00017891,APP0017891,None,0,KYC
LOG00017892,APP0017892,API Failure,53,Document Upload
LOG00017893,APP0017893,None,0,Final Approval
LOG00017894,APP0017894,None,0,Final Approval
LOG00017895,APP0017895,None,0,Final Approval
LOG00017896,APP0017896,None,0,Final Approval
LOG00017897,APP0017897,None,0,Final Approval
LOG00017898,APP0017898,None,0,Final Approval
LOG00017899,APP0017899,API Failure,50,Final Approval
LOG00017900,APP0017900,None,0,Final Approval
LOG00017901,APP0017901,None,0,KYC
LOG00017902,APP0017902,None,0,Final Approval
LOG00017903,APP0017903,None,0,KYC
LOG00017904,APP0017904,None,0,Final Approval
LOG00017905,APP0017905,None,0,Final Approval
LOG00017906,APP0017906,API Failure,51,Form
LOG00017907,APP0017907,API Failure,49,Form
LOG00017908,APP0017908,Timeout,14,KYC
LOG00017909,APP0017909,None,0,Final Approval
LOG00017910,APP0017910,None,0,Final Approval
LOG00017911,APP0017911,API Failure,22,KYC
LOG00017912,APP0017912,API Failure,48,Document Upload
LOG00017913,APP0017913,None,0,Form
LOG00017914,APP0017914,API Failure,54,KYC
LOG00017915,APP0017915,None,0,KYC
LOG00017916,APP0017916,None,0,Final Approval
LOG00017917,APP0017917,None,0,Final Approval
LOG00017918,APP0017918,None,0,KYC
LOG00017919,APP0017919,Upload Error,17,Document Upload
LOG00017920,APP0017920,None,0,Form
LOG00017921,APP0017921,None,0,Final Approval
LOG00017922,APP0017922,None,0,Final Approval
LOG00017923,APP0017923,Upload Error,9,Document Upload
LOG00017924,APP0017924,None,0,Final Approval
LOG00017925,APP0017925,None,0,Final Approval
LOG00017926,APP0017926,None,0,Form
LOG00017927,APP0017927,None,0,Form
LOG00017928,APP0017928,Timeout,8,Final Approval
LOG00017929,APP0017929,None,0,Final Approval
LOG00017930,APP0017930,None,0,Final Approval
LOG00017931,APP0017931,None,0,Final Approval
LOG00017932,APP0017932,None,0,KYC
LOG00017933,APP0017933,None,0,Final Approval
LOG00017934,APP0017934,None,0,Document Upload
LOG00017935,APP0017935,API Failure,10,KYC
LOG00017936,APP0017936,Timeout,32,Form
LOG00017937,APP0017937,None,0,Final Approval
LOG00017938,APP0017938,None,0,Final Approval
LOG00017939,APP0017939,Timeout,41,Form
LOG00017940,APP0017940,None,0,KYC
LOG00017941,APP0017941,Upload Error,19,Document Upload
LOG00017942,APP0017942,None,0,Final Approval
LOG00017943,APP0017943,None,0,KYC
LOG00017944,APP0017944,None,0,Final Approval
LOG00017945,APP0017945,API Failure,43,Form
LOG00017946,APP0017946,Timeout,2,KYC
LOG00017947,APP0017947,None,0,Final Approval
LOG00017948,APP0017948,None,0,Form
LOG00017949,APP0017949,None,0,Final Approval
LOG00017950,APP0017950,None,0,Final Approval
LOG00017951,APP0017951,None,0,Form
LOG00017952,APP0017952,None,0,Final Approval
LOG00017953,APP0017953,Timeout,45,Form
LOG00017954,APP0017954,None,0,Document Upload
LOG00017955,APP0017955,None,0,Final Approval
LOG00017956,APP0017956,Timeout,26,KYC
LOG00017957,APP0017957,Timeout,4,KYC
LOG00017958,APP0017958,None,0,Final Approval
LOG00017959,APP0017959,None,0,Final Approval
LOG00017960,APP0017960,None,0,KYC
LOG00017961,APP0017961,None,0,Final Approval
LOG00017962,APP0017962,None,0,Final Approval
LOG00017963,APP0017963,None,0,Final Approval
LOG00017964,APP0017964,None,0,Final Approval
LOG00017965,APP0017965,None,0,Final Approval
LOG00017966,APP0017966,None,0,Final Approval
LOG00017967,APP0017967,None,0,Final Approval
LOG00017968,APP0017968,None,0,Final Approval
LOG00017969,APP0017969,None,0,Final Approval
LOG00017970,APP0017970,Upload Error,14,KYC
LOG00017971,APP0017971,None,0,Final Approval
LOG00017972,APP0017972,Timeout,5,Final Approval
LOG00017973,APP0017973,None,0,Final Approval
LOG00017974,APP0017974,Timeout,38,Final Approval
LOG00017975,APP0017975,None,0,Final Approval
LOG00017976,APP0017976,None,0,Final Approval
LOG00017977,APP0017977,None,0,Form
LOG00017978,APP0017978,None,0,Final Approval
LOG00017979,APP0017979,None,0,KYC
LOG00017980,APP0017980,None,0,Final Approval
LOG00017981,APP0017981,None,0,Final Approval
LOG00017982,APP0017982,None,0,Final Approval
LOG00017983,APP0017983,None,0,Form
LOG00017984,APP0017984,API Failure,22,Form
LOG00017985,APP0017985,None,0,Final Approval
LOG00017986,APP0017986,None,0,Final Approval
LOG00017987,APP0017987,None,0,Final Approval
LOG00017988,APP0017988,None,0,Final Approval
LOG00017989,APP0017989,None,0,Final Approval
LOG00017990,APP0017990,Upload Error,8,Document Upload
LOG00017991,APP0017991,None,0,Final Approval
LOG00017992,APP0017992,None,0,Final Approval
LOG00017993,APP0017993,None,0,Form
LOG00017994,APP0017994,None,0,Final Approval
LOG00017995,APP0017995,API Failure,44,Form
LOG00017996,APP0017996,None,0,Final Approval
LOG00017997,APP0017997,Timeout,58,Document Upload
LOG00017998,APP0017998,None,0,Final Approval
LOG00017999,APP0017999,Upload Error,19,Document Upload
LOG00018000,APP0018000,None,0,Final Approval
LOG00018001,APP0018001,Timeout,10,KYC
LOG00018002,APP0018002,None,0,Final Approval
LOG00018003,APP0018003,Upload Error,34,Form
LOG00018004,APP0018004,Timeout,20,KYC
LOG00018005,APP0018005,None,0,Final Approval
LOG00018006,APP0018006,None,0,Final Approval
LOG00018007,APP0018007,None,0,Final Approval
LOG00018008,APP0018008,None,0,Final Approval
LOG00018009,APP0018009,None,0,Final Approval
LOG00018010,APP0018010,None,0,Final Approval
LOG00018011,APP0018011,None,0,Form
LOG00018012,APP0018012,None,0,Final Approval
LOG00018013,APP0018013,None,0,Final Approval
LOG00018014,APP0018014,None,0,Final Approval
LOG00018015,APP0018015,None,0,Final Approval
LOG00018016,APP0018016,None,0,Final Approval
LOG00018017,APP0018017,None,0,Final Approval
LOG00018018,APP0018018,None,0,Final Approval
LOG00018019,APP0018019,API Failure,45,Form
LOG00018020,APP0018020,None,0,Final Approval
LOG00018021,APP0018021,None,0,Final Approval
LOG00018022,APP0018022,None,0,Form
LOG00018023,APP0018023,None,0,Form
LOG00018024,APP0018024,None,0,Final Approval
LOG00018025,APP0018025,Upload Error,41,Document Upload
LOG00018026,APP0018026,None,0,Document Upload
LOG00018027,APP0018027,None,0,Final Approval
LOG00018028,APP0018028,None,0,Final Approval
LOG00018029,APP0018029,None,0,Final Approval
LOG00018030,APP0018030,None,0,Form
LOG00018031,APP0018031,Upload Error,45,Document Upload
LOG00018032,APP0018032,None,0,Final Approval
LOG00018033,APP0018033,API Failure,6,Final Approval
LOG00018034,APP0018034,None,0,Final Approval
LOG00018035,APP0018035,API Failure,57,Form
LOG00018036,APP0018036,None,0,Final Approval
LOG00018037,APP0018037,API Failure,48,KYC
LOG00018038,APP0018038,None,0,Final Approval
LOG00018039,APP0018039,None,0,Final Approval
LOG00018040,APP0018040,None,0,Final Approval
LOG00018041,APP0018041,None,0,Final Approval
LOG00018042,APP0018042,None,0,Final Approval
LOG00018043,APP0018043,None,0,Final Approval
LOG00018044,APP0018044,None,0,Final Approval
LOG00018045,APP0018045,None,0,Final Approval
LOG00018046,APP0018046,None,0,Final Approval
LOG00018047,APP0018047,None,0,Final Approval
LOG00018048,APP0018048,None,0,Final Approval
LOG00018049,APP0018049,Timeout,26,Final Approval
LOG00018050,APP0018050,None,0,Document Upload
LOG00018051,APP0018051,Upload Error,57,KYC
LOG00018052,APP0018052,Timeout,35,Document Upload
LOG00018053,APP0018053,API Failure,19,Form
LOG00018054,APP0018054,None,0,Final Approval
LOG00018055,APP0018055,Upload Error,47,Document Upload
LOG00018056,APP0018056,None,0,Document Upload
LOG00018057,APP0018057,None,0,Final Approval
LOG00018058,APP0018058,Timeout,47,KYC
LOG00018059,APP0018059,None,0,Final Approval
LOG00018060,APP0018060,Timeout,27,Form
LOG00018061,APP0018061,None,0,Final Approval
LOG00018062,APP0018062,None,0,Final Approval
LOG00018063,APP0018063,None,0,Final Approval
LOG00018064,APP0018064,None,0,Final Approval
LOG00018065,APP0018065,None,0,Final Approval
LOG00018066,APP0018066,None,0,Final Approval
LOG00018067,APP0018067,API Failure,15,Form
LOG00018068,APP0018068,None,0,Final Approval
LOG00018069,APP0018069,None,0,Final Approval
LOG00018070,APP0018070,None,0,Final Approval
LOG00018071,APP0018071,None,0,Final Approval
LOG00018072,APP0018072,None,0,Final Approval
LOG00018073,APP0018073,Timeout,13,Final Approval
LOG00018074,APP0018074,API Failure,27,Final Approval
LOG00018075,APP0018075,None,0,Final Approval
LOG00018076,APP0018076,Upload Error,51,Document Upload
LOG00018077,APP0018077,None,0,Final Approval
LOG00018078,APP0018078,None,0,Final Approval
LOG00018079,APP0018079,Timeout,51,Form
LOG00018080,APP0018080,None,0,Final Approval
LOG00018081,APP0018081,None,0,Final Approval
LOG00018082,APP0018082,Timeout,38,KYC
LOG00018083,APP0018083,Upload Error,34,Document Upload
LOG00018084,APP0018084,API Failure,56,Final Approval
LOG00018085,APP0018085,None,0,KYC
LOG00018086,APP0018086,None,0,Form
LOG00018087,APP0018087,None,0,Final Approval
LOG00018088,APP0018088,API Failure,35,Document Upload
LOG00018089,APP0018089,None,0,Final Approval
LOG00018090,APP0018090,None,0,Document Upload
LOG00018091,APP0018091,None,0,Final Approval
LOG00018092,APP0018092,None,0,Final Approval
LOG00018093,APP0018093,None,0,Final Approval
LOG00018094,APP0018094,None,0,Document Upload
LOG00018095,APP0018095,None,0,Final Approval
LOG00018096,APP0018096,None,0,Final Approval
LOG00018097,APP0018097,Upload Error,14,Final Approval
LOG00018098,APP0018098,None,0,KYC
LOG00018099,APP0018099,None,0,Final Approval
LOG00018100,APP0018100,None,0,Final Approval
LOG00018101,APP0018101,Upload Error,45,Final Approval
LOG00018102,APP0018102,None,0,Final Approval
LOG00018103,APP0018103,None,0,Form
LOG00018104,APP0018104,None,0,KYC
LOG00018105,APP0018105,None,0,KYC
LOG00018106,APP0018106,None,0,Final Approval
LOG00018107,APP0018107,Timeout,8,Final Approval
LOG00018108,APP0018108,None,0,Form
LOG00018109,APP0018109,Timeout,32,Final Approval
LOG00018110,APP0018110,None,0,Final Approval
LOG00018111,APP0018111,None,0,KYC
LOG00018112,APP0018112,None,0,Final Approval
LOG00018113,APP0018113,None,0,Form
LOG00018114,APP0018114,None,0,Final Approval
LOG00018115,APP0018115,None,0,Final Approval
LOG00018116,APP0018116,Timeout,9,Form
LOG00018117,APP0018117,None,0,Final Approval
LOG00018118,APP0018118,None,0,Final Approval
LOG00018119,APP0018119,Upload Error,42,Final Approval
LOG00018120,APP0018120,None,0,Final Approval
LOG00018121,APP0018121,None,0,Final Approval
LOG00018122,APP0018122,Timeout,43,Final Approval
LOG00018123,APP0018123,None,0,Final Approval
LOG00018124,APP0018124,None,0,KYC
LOG00018125,APP0018125,Timeout,56,Form
LOG00018126,APP0018126,None,0,Final Approval
LOG00018127,APP0018127,Upload Error,13,Document Upload
LOG00018128,APP0018128,None,0,Form
LOG00018129,APP0018129,None,0,Final Approval
LOG00018130,APP0018130,None,0,Final Approval
LOG00018131,APP0018131,None,0,Document Upload
LOG00018132,APP0018132,None,0,Final Approval
LOG00018133,APP0018133,API Failure,15,Final Approval
LOG00018134,APP0018134,None,0,Final Approval
LOG00018135,APP0018135,None,0,Final Approval
LOG00018136,APP0018136,None,0,Final Approval
LOG00018137,APP0018137,None,0,Document Upload
LOG00018138,APP0018138,None,0,Form
LOG00018139,APP0018139,None,0,Final Approval
