Customer_ID,Age,Gender,Location,Occupation,Income_Band,Risk_Segment
CUST0028501,44,Female,Nottingham,Employed - Part Time,Medium,Medium
CUST0028502,45,Male,Birmingham,Retired,High,Low
CUST0028503,26,Other/Prefer not to say,London,Employed - Full Time,Medium,Medium
CUST0028504,24,Female,Edinburgh,Employed - Full Time,Low,Low
CUST0028505,41,Female,Edinburgh,Employed - Part Time,Medium,High
CUST0028506,33,Male,London,Employed - Part Time,High,Low
CUST0028507,51,Female,Belfast,Employed - Part Time,Medium,Low
CUST0028508,49,Female,Bristol,Student,High,Low
CUST0028509,20,Other/Prefer not to say,Leeds,Self-Employed,Medium,Medium
CUST0028510,75,Male,London,Self-Employed,Medium,Low
CUST0028511,26,Male,Leicester,Employed - Full Time,Medium,Low
CUST0028512,23,Female,Nottingham,Employed - Full Time,High,Low
CUST0028513,27,Male,London,Employed - Full Time,Medium,Medium
CUST0028514,40,Male,London,Employed - Full Time,Medium,Medium
CUST0028515,48,Female,Glasgow,Employed - Full Time,High,Low
CUST0028516,56,Male,Birmingham,Employed - Full Time,Low,High
CUST0028517,50,Female,Liverpool,Self-Employed,Medium,Low
CUST0028518,48,Male,Cardiff,Student,High,Low
CUST0028519,25,Female,Birmingham,Employed - Part Time,Medium,Medium
CUST0028520,26,Female,Glasgow,Employed - Full Time,Medium,Low
CUST0028521,26,Female,Liverpool,Self-Employed,Low,Low
CUST0028522,32,Female,Bristol,Retired,Low,Medium
CUST0028523,21,Male,London,Self-Employed,Medium,Medium
CUST0028524,27,Male,London,Retired,Medium,Low
CUST0028525,31,Male,Newcastle,Retired,Low,Low
CUST0028526,33,Male,Edinburgh,Student,Medium,Low
CUST0028527,42,Male,Glasgow,Self-Employed,Medium,Medium
CUST0028528,55,Female,London,Employed - Part Time,Medium,Medium
CUST0028529,32,Male,Edinburgh,Employed - Part Time,Medium,Low
CUST0028530,44,Female,London,Employed - Full Time,High,Low
CUST0028531,55,Female,Edinburgh,Employed - Full Time,High,Medium
CUST0028532,53,Male,London,Student,Medium,High
CUST0028533,55,Female,London,Self-Employed,Low,Low
CUST0028534,23,Female,Birmingham,Retired,Medium,Medium
CUST0028535,54,Male,Cardiff,Employed - Full Time,Low,Medium
CUST0028536,54,Other/Prefer not to say,Leeds,Employed - Part Time,Medium,Medium
CUST0028537,47,Other/Prefer not to say,London,Employed - Full Time,High,Low
CUST0028538,35,Female,Leeds,Employed - Full Time,Low,Low
CUST0028539,34,Female,Glasgow,Unemployed,Low,Low
CUST0028540,34,Female,Sheffield,Employed - Part Time,High,Medium
CUST0028541,42,Male,London,Student,Low,Low
CUST0028542,36,Female,Liverpool,Employed - Full Time,Low,Medium
CUST0028543,34,Male,Birmingham,Employed - Full Time,Low,Medium
CUST0028544,22,Male,Leeds,Student,High,Low
CUST0028545,44,Male,Leeds,Employed - Full Time,Medium,High
CUST0028546,18,Other/Prefer not to say,Edinburgh,Employed - Full Time,Low,Medium
CUST0028547,24,Female,Newcastle,Employed - Full Time,Low,Medium
CUST0028548,34,Female,Birmingham,Employed - Full Time,Medium,Low
CUST0028549,20,Female,Belfast,Self-Employed,Medium,Low
CUST0028550,41,Female,Manchester,Self-Employed,Low,Low
CUST0028551,36,Female,Leeds,Unemployed,Medium,Medium
CUST0028552,25,Male,Glasgow,Student,Medium,Low
CUST0028553,74,Male,London,Self-Employed,Medium,Low
CUST0028554,33,Female,Edinburgh,Employed - Full Time,Medium,Medium
CUST0028555,59,Female,Belfast,Student,High,Low
CUST0028556,21,Male,Liverpool,Employed - Full Time,Medium,Medium
CUST0028557,52,Female,London,Retired,Medium,Low
CUST0028558,35,Female,London,Employed - Full Time,High,Low
CUST0028559,61,Female,Leeds,Self-Employed,Medium,Medium
CUST0028560,30,Female,Edinburgh,Employed - Full Time,Medium,Low
CUST0028561,31,Male,Liverpool,Employed - Full Time,High,Medium
CUST0028562,62,Female,Nottingham,Employed - Full Time,Medium,Low
CUST0028563,31,Female,London,Student,High,Low
CUST0028564,22,Male,Manchester,Student,Low,Low
CUST0028565,69,Male,Coventry,Employed - Full Time,High,Low
CUST0028566,40,Male,Manchester,Employed - Full Time,Low,Low
CUST0028567,49,Other/Prefer not to say,London,Employed - Full Time,High,Low
CUST0028568,36,Male,London,Employed - Full Time,High,Low
CUST0028569,39,Female,London,Self-Employed,Low,Medium
CUST0028570,43,Female,London,Employed - Full Time,Low,Low
CUST0028571,44,Male,London,Employed - Full Time,Low,Low
CUST0028572,48,Female,London,Employed - Full Time,Low,Low
CUST0028573,22,Male,Liverpool,Employed - Full Time,Medium,Medium
CUST0028574,40,Female,London,Employed - Part Time,Medium,Low
CUST0028575,23,Female,Liverpool,Employed - Full Time,High,Low
CUST0028576,41,Female,Manchester,Employed - Full Time,High,Low
CUST0028577,34,Male,Manchester,Employed - Full Time,Low,Medium
CUST0028578,27,Other/Prefer not to say,Birmingham,Employed - Full Time,Medium,Low
CUST0028579,36,Male,Leeds,Retired,Low,Medium
CUST0028580,20,Female,Birmingham,Employed - Full Time,High,Low
CUST0028581,46,Male,Newcastle,Self-Employed,Low,Low
CUST0028582,30,Female,Glasgow,Employed - Part Time,Medium,Low
CUST0028583,23,Female,London,Unemployed,Medium,Low
CUST0028584,33,Female,London,Employed - Full Time,Low,Low
CUST0028585,34,Male,Birmingham,Self-Employed,Medium,Medium
CUST0028586,22,Female,London,Retired,Low,Low
CUST0028587,34,Male,Liverpool,Employed - Full Time,Medium,Low
CUST0028588,44,Male,Leeds,Student,Medium,Medium
CUST0028589,35,Male,Manchester,Employed - Part Time,Low,Medium
CUST0028590,53,Male,Liverpool,Unemployed,High,Low
CUST0028591,48,Female,Birmingham,Employed - Full Time,Low,Medium
CUST0028592,25,Male,Bristol,Employed - Full Time,Medium,Low
CUST0028593,46,Female,London,Employed - Part Time,High,Medium
CUST0028594,24,Female,Newcastle,Employed - Full Time,Low,Medium
CUST0028595,50,Female,Leeds,Employed - Full Time,Medium,High
CUST0028596,64,Female,Leeds,Retired,Medium,Low
CUST0028597,51,Female,London,Self-Employed,Medium,Low
CUST0028598,60,Female,London,Unemployed,High,Medium
CUST0028599,34,Male,London,Employed - Full Time,High,Low
CUST0028600,24,Male,Liverpool,Unemployed,Low,Medium
CUST0028601,53,Male,Manchester,Retired,Low,Medium
CUST0028602,45,Other/Prefer not to say,Bristol,Employed - Full Time,Low,Low
CUST0028603,25,Male,Manchester,Employed - Full Time,Medium,Low
CUST0028604,28,Other/Prefer not to say,Coventry,Self-Employed,High,High
CUST0028605,38,Male,London,Student,Low,Medium
CUST0028606,21,Male,Bristol,Employed - Full Time,Low,Medium
CUST0028607,55,Male,Birmingham,Retired,Low,Low
CUST0028608,57,Female,Cardiff,Employed - Full Time,Low,Low
CUST0028609,47,Female,Birmingham,Employed - Full Time,Medium,Low
CUST0028610,32,Female,London,Self-Employed,Low,Low
CUST0028611,25,Female,Newcastle,Employed - Full Time,High,Medium
CUST0028612,60,Male,Cardiff,Employed - Full Time,Medium,Low
CUST0028613,34,Female,Manchester,Retired,Medium,Low
CUST0028614,36,Male,Birmingham,Employed - Full Time,High,Medium
CUST0028615,26,Female,Leeds,Unemployed,High,Low
CUST0028616,42,Male,Sheffield,Self-Employed,Low,Medium
CUST0028617,36,Female,Glasgow,Self-Employed,Low,Low
CUST0028618,23,Male,Cardiff,Retired,Medium,Low
CUST0028619,29,Male,London,Employed - Full Time,Medium,Low
CUST0028620,18,Female,London,Employed - Full Time,Low,Medium
CUST0028621,29,Male,Newcastle,Employed - Full Time,Medium,Medium
CUST0028622,21,Male,Manchester,Unemployed,Medium,High
CUST0028623,34,Male,London,Employed - Full Time,High,Low
CUST0028624,31,Other/Prefer not to say,Liverpool,Employed - Full Time,High,Low
CUST0028625,33,Female,London,Employed - Full Time,Low,Low
CUST0028626,35,Male,Liverpool,Retired,Medium,Low
CUST0028627,61,Male,London,Employed - Part Time,Low,Medium
CUST0028628,42,Female,Leicester,Student,High,High
CUST0028629,73,Male,Southampton,Self-Employed,Medium,Medium
CUST0028630,41,Male,Glasgow,Student,High,Medium
CUST0028631,41,Female,Edinburgh,Employed - Part Time,High,Low
CUST0028632,80,Female,London,Self-Employed,Low,Low
CUST0028633,27,Male,London,Employed - Part Time,High,High
CUST0028634,47,Female,London,Student,Low,Medium
CUST0028635,36,Female,Belfast,Employed - Full Time,High,Low
CUST0028636,21,Male,Belfast,Employed - Full Time,Medium,Medium
CUST0028637,21,Female,Glasgow,Employed - Part Time,Low,Low
CUST0028638,29,Male,Bristol,Employed - Full Time,Low,Low
CUST0028639,33,Male,Birmingham,Employed - Full Time,Low,Medium
CUST0028640,27,Male,Cardiff,Unemployed,High,Low
CUST0028641,35,Female,London,Student,Medium,Low
CUST0028642,40,Female,Leicester,Self-Employed,Medium,High
CUST0028643,38,Male,Glasgow,Retired,Low,Low
CUST0028644,32,Female,London,Employed - Full Time,Low,Low
CUST0028645,78,Female,Birmingham,Employed - Full Time,High,Low
CUST0028646,40,Male,London,Self-Employed,High,High
CUST0028647,29,Female,Manchester,Self-Employed,Low,Low
CUST0028648,26,Other/Prefer not to say,Liverpool,Employed - Full Time,Low,Medium
CUST0028649,30,Female,Manchester,Employed - Full Time,Low,High
CUST0028650,21,Other/Prefer not to say,Bristol,Retired,Medium,Medium
CUST0028651,31,Female,Glasgow,Employed - Part Time,Medium,High
CUST0028652,19,Male,London,Employed - Full Time,Medium,Medium
CUST0028653,37,Male,London,Self-Employed,Medium,Medium
CUST0028654,32,Female,Newcastle,Employed - Part Time,High,Medium
CUST0028655,38,Female,London,Self-Employed,Low,Medium
CUST0028656,29,Male,London,Employed - Full Time,Medium,Medium
CUST0028657,53,Female,Edinburgh,Self-Employed,Low,Low
CUST0028658,29,Male,Bristol,Employed - Full Time,Medium,Medium
CUST0028659,38,Female,Nottingham,Employed - Full Time,Medium,Low
CUST0028660,24,Male,London,Employed - Part Time,Medium,Medium
CUST0028661,60,Male,London,Self-Employed,Medium,Medium
CUST0028662,40,Male,Edinburgh,Employed - Full Time,Medium,Low
CUST0028663,32,Male,Newcastle,Unemployed,Low,Low
CUST0028664,32,Male,Glasgow,Employed - Full Time,Medium,Medium
CUST0028665,24,Female,Cardiff,Employed - Full Time,Medium,Low
CUST0028666,58,Male,Manchester,Self-Employed,Low,Medium
CUST0028667,43,Other/Prefer not to say,Birmingham,Student,Low,Low
CUST0028668,48,Male,Bristol,Employed - Full Time,High,High
CUST0028669,35,Female,Newcastle,Employed - Part Time,Low,High
CUST0028670,50,Male,Newcastle,Unemployed,Low,Low
CUST0028671,19,Female,London,Retired,Low,Medium
CUST0028672,49,Female,Belfast,Employed - Full Time,Low,High
CUST0028673,40,Male,Bristol,Employed - Full Time,Medium,Medium
CUST0028674,24,Male,Birmingham,Retired,High,Low
CUST0028675,27,Male,Glasgow,Student,High,Low
CUST0028676,27,Female,Birmingham,Self-Employed,Low,Medium
CUST0028677,30,Male,Glasgow,Employed - Part Time,Medium,Medium
CUST0028678,68,Female,Coventry,Employed - Full Time,High,Low
CUST0028679,23,Male,Manchester,Employed - Full Time,Low,Low
CUST0028680,24,Male,London,Self-Employed,Low,Medium
CUST0028681,45,Female,London,Employed - Full Time,Low,Medium
CUST0028682,25,Female,Leeds,Employed - Full Time,Low,Low
CUST0028683,40,Male,Nottingham,Employed - Full Time,High,Low
CUST0028684,21,Male,Glasgow,Employed - Full Time,Medium,Medium
CUST0028685,42,Female,Birmingham,Self-Employed,Medium,Medium
CUST0028686,43,Male,Leicester,Student,Medium,Low
CUST0028687,28,Female,London,Employed - Full Time,High,Low
CUST0028688,43,Female,Leeds,Self-Employed,High,Low
CUST0028689,55,Other/Prefer not to say,Edinburgh,Employed - Full Time,Medium,Low
CUST0028690,30,Female,Manchester,Employed - Full Time,High,Medium
CUST0028691,44,Female,Manchester,Unemployed,Medium,Low
CUST0028692,44,Female,Leeds,Unemployed,Low,Low
CUST0028693,58,Female,Leeds,Unemployed,Medium,Low
CUST0028694,25,Male,Southampton,Employed - Full Time,Low,Medium
CUST0028695,39,Female,Edinburgh,Retired,High,Low
CUST0028696,25,Female,Edinburgh,Employed - Full Time,Medium,Medium
CUST0028697,45,Female,Glasgow,Student,Low,Medium
CUST0028698,53,Other/Prefer not to say,Manchester,Unemployed,High,Low
CUST0028699,20,Male,Sheffield,Employed - Full Time,Low,Medium
CUST0028700,20,Female,Leeds,Employed - Full Time,Medium,Low
CUST0028701,61,Female,Liverpool,Self-Employed,Medium,Medium
CUST0028702,23,Male,Leeds,Retired,Low,Medium
CUST0028703,29,Female,Southampton,Employed - Full Time,High,High
CUST0028704,42,Male,Glasgow,Retired,Medium,Medium
CUST0028705,28,Male,Glasgow,Employed - Part Time,Medium,Low
CUST0028706,49,Other/Prefer not to say,Edinburgh,Self-Employed,Medium,Medium
CUST0028707,44,Female,Glasgow,Employed - Full Time,Low,Low
CUST0028708,43,Male,Leeds,Unemployed,Low,Medium
CUST0028709,21,Female,Glasgow,Employed - Full Time,Low,Medium
CUST0028710,20,Female,London,Student,High,Low
CUST0028711,40,Other/Prefer not to say,Birmingham,Student,Low,High
CUST0028712,33,Male,Bristol,Employed - Full Time,Low,Medium
CUST0028713,24,Female,London,Self-Employed,High,Medium
CUST0028714,35,Female,Leeds,Self-Employed,Low,Medium
CUST0028715,28,Male,London,Employed - Full Time,Low,High
CUST0028716,43,Male,Newcastle,Employed - Full Time,High,Low
CUST0028717,29,Female,Newcastle,Employed - Full Time,Low,Low
CUST0028718,28,Male,Belfast,Employed - Full Time,Medium,Low
CUST0028719,29,Female,Coventry,Student,High,Low
CUST0028720,26,Female,Cardiff,Retired,Low,Low
CUST0028721,58,Female,Leicester,Student,Low,Medium
CUST0028722,19,Female,Birmingham,Employed - Full Time,Medium,Medium
CUST0028723,44,Male,Manchester,Retired,Low,Low
CUST0028724,41,Male,London,Employed - Full Time,Low,Medium
CUST0028725,28,Male,Bristol,Employed - Full Time,Medium,Low
CUST0028726,46,Male,Birmingham,Retired,Medium,Medium
CUST0028727,42,Female,Birmingham,Student,Low,Low
CUST0028728,55,Male,London,Employed - Full Time,Low,Medium
CUST0028729,50,Female,Edinburgh,Employed - Full Time,Medium,Low
CUST0028730,28,Male,London,Employed - Full Time,High,Medium
CUST0028731,29,Male,Leicester,Self-Employed,Low,Medium
CUST0028732,44,Female,London,Employed - Full Time,Low,Medium
CUST0028733,40,Male,Manchester,Student,Medium,Low
CUST0028734,72,Female,Manchester,Employed - Full Time,Low,Medium
CUST0028735,20,Male,Cardiff,Self-Employed,Low,Low
CUST0028736,56,Male,Bristol,Employed - Full Time,Medium,Medium
CUST0028737,23,Male,Cardiff,Employed - Full Time,Medium,Low
CUST0028738,37,Female,London,Employed - Full Time,Medium,Medium
CUST0028739,31,Male,Edinburgh,Self-Employed,Medium,Low
CUST0028740,50,Male,London,Student,High,Low
CUST0028741,18,Female,Belfast,Employed - Full Time,Low,Low
CUST0028742,21,Female,Glasgow,Student,Low,Medium
CUST0028743,34,Female,London,Self-Employed,High,Medium
CUST0028744,25,Female,Newcastle,Retired,High,Low
CUST0028745,50,Male,Liverpool,Self-Employed,Medium,Low
CUST0028746,43,Male,Manchester,Employed - Full Time,Low,Low
CUST0028747,69,Female,Glasgow,Employed - Part Time,Low,Low
CUST0028748,28,Female,London,Student,High,High
CUST0028749,57,Other/Prefer not to say,London,Employed - Full Time,Medium,Low
CUST0028750,56,Male,Manchester,Unemployed,Medium,Low
CUST0028751,33,Male,Manchester,Self-Employed,Low,Low
CUST0028752,45,Male,Leicester,Employed - Full Time,Low,Medium
CUST0028753,63,Male,Leeds,Self-Employed,Low,Low
CUST0028754,63,Other/Prefer not to say,Manchester,Self-Employed,High,Low
CUST0028755,22,Female,Cardiff,Employed - Full Time,Medium,Medium
CUST0028756,20,Female,London,Employed - Full Time,High,High
CUST0028757,37,Female,London,Employed - Full Time,Low,Low
CUST0028758,23,Female,London,Self-Employed,High,Medium
CUST0028759,54,Other/Prefer not to say,Manchester,Student,Low,Medium
CUST0028760,39,Female,Coventry,Employed - Full Time,High,High
CUST0028761,28,Female,Leeds,Student,Medium,Low
CUST0028762,26,Female,Bristol,Unemployed,High,High
CUST0028763,25,Female,London,Employed - Full Time,High,Low
CUST0028764,34,Male,Manchester,Employed - Full Time,Medium,Medium
CUST0028765,29,Female,Liverpool,Employed - Full Time,Medium,High
CUST0028766,37,Female,Glasgow,Student,Medium,Low
CUST0028767,52,Male,Cardiff,Self-Employed,Low,Medium
CUST0028768,44,Male,London,Employed - Full Time,Medium,Low
CUST0028769,75,Male,Manchester,Employed - Full Time,Medium,Low
CUST0028770,18,Male,Manchester,Employed - Part Time,Medium,Low
CUST0028771,30,Male,London,Employed - Full Time,Low,Low
CUST0028772,26,Male,Liverpool,Student,Low,Low
CUST0028773,47,Male,Birmingham,Unemployed,High,Low
CUST0028774,35,Male,Leeds,Employed - Full Time,Low,Medium
CUST0028775,35,Female,London,Retired,Low,Low
CUST0028776,18,Female,Liverpool,Employed - Part Time,Medium,Medium
CUST0028777,47,Male,Birmingham,Self-Employed,High,Medium
CUST0028778,22,Male,Southampton,Student,Low,Medium
CUST0028779,22,Male,London,Employed - Full Time,Medium,Medium
CUST0028780,78,Male,Leicester,Employed - Full Time,Low,Medium
CUST0028781,46,Female,Edinburgh,Retired,Low,Low
CUST0028782,27,Female,Edinburgh,Employed - Full Time,High,Low
CUST0028783,44,Female,Cardiff,Employed - Full Time,Low,Low
CUST0028784,30,Male,Cardiff,Employed - Full Time,Medium,Medium
CUST0028785,22,Male,London,Employed - Full Time,Low,Low
CUST0028786,61,Male,London,Employed - Full Time,Low,Low
CUST0028787,32,Male,Glasgow,Employed - Full Time,Low,High
CUST0028788,28,Male,London,Unemployed,Low,Low
CUST0028789,34,Female,London,Unemployed,Low,Medium
CUST0028790,43,Female,Belfast,Employed - Full Time,High,Medium
CUST0028791,41,Female,London,Employed - Full Time,Medium,Low
CUST0028792,27,Male,Manchester,Unemployed,Low,Medium
CUST0028793,28,Male,Newcastle,Student,High,Low
CUST0028794,45,Female,London,Employed - Full Time,Low,Low
CUST0028795,39,Female,Birmingham,Student,Low,Low
CUST0028796,54,Male,Glasgow,Employed - Full Time,Medium,Medium
CUST0028797,21,Male,Liverpool,Employed - Full Time,Low,Low
CUST0028798,27,Female,London,Employed - Part Time,Medium,Low
CUST0028799,76,Female,London,Unemployed,High,High
CUST0028800,38,Female,Glasgow,Employed - Full Time,Low,Medium
CUST0028801,26,Female,Cardiff,Self-Employed,Medium,High
CUST0028802,43,Female,Glasgow,Self-Employed,High,Low
CUST0028803,48,Female,London,Employed - Full Time,Low,Low
CUST0028804,29,Female,London,Self-Employed,Low,Medium
CUST0028805,54,Female,Bristol,Employed - Full Time,Low,Medium
CUST0028806,59,Male,Glasgow,Employed - Full Time,Medium,Low
CUST0028807,32,Male,Glasgow,Employed - Full Time,Medium,Low
CUST0028808,58,Male,Leicester,Employed - Part Time,Medium,High
CUST0028809,64,Male,Leicester,Self-Employed,Low,Low
CUST0028810,46,Female,Bristol,Employed - Full Time,High,Medium
CUST0028811,42,Other/Prefer not to say,Manchester,Employed - Full Time,Low,Low
CUST0028812,53,Male,Edinburgh,Employed - Full Time,High,High
CUST0028813,20,Female,Newcastle,Employed - Full Time,Medium,Medium
CUST0028814,35,Female,Nottingham,Employed - Full Time,High,Low
CUST0028815,18,Male,Leicester,Employed - Full Time,Medium,Medium
CUST0028816,63,Male,Belfast,Employed - Part Time,Medium,Medium
CUST0028817,63,Male,Birmingham,Unemployed,Low,Medium
CUST0028818,42,Female,London,Employed - Full Time,Medium,Medium
CUST0028819,30,Male,London,Retired,Medium,Medium
CUST0028820,47,Male,Manchester,Unemployed,Medium,Low
CUST0028821,30,Female,Leicester,Employed - Full Time,Medium,Medium
CUST0028822,44,Female,London,Unemployed,Medium,High
CUST0028823,36,Male,London,Employed - Full Time,Medium,Low
CUST0028824,51,Male,Nottingham,Employed - Part Time,High,Medium
CUST0028825,29,Male,Birmingham,Employed - Part Time,Low,Low
CUST0028826,42,Male,London,Student,High,Medium
CUST0028827,55,Male,Leicester,Retired,Medium,Low
CUST0028828,30,Female,Liverpool,Retired,High,Low
CUST0028829,36,Male,Coventry,Student,High,Medium
CUST0028830,41,Female,Liverpool,Self-Employed,Medium,Low
CUST0028831,26,Male,London,Employed - Full Time,High,Medium
CUST0028832,23,Male,Sheffield,Employed - Part Time,Medium,Low
CUST0028833,39,Male,Birmingham,Employed - Full Time,High,Medium
CUST0028834,26,Male,London,Employed - Full Time,Medium,Medium
CUST0028835,53,Female,Leeds,Employed - Part Time,Medium,Low
CUST0028836,46,Male,Manchester,Self-Employed,Medium,Low
CUST0028837,33,Female,Nottingham,Employed - Full Time,Low,Low
CUST0028838,57,Male,Sheffield,Employed - Full Time,High,Medium
CUST0028839,21,Female,Liverpool,Retired,Medium,Low
CUST0028840,40,Female,London,Self-Employed,High,Low
CUST0028841,18,Female,Nottingham,Student,High,Low
CUST0028842,26,Female,Manchester,Retired,Medium,Low
CUST0028843,28,Male,London,Unemployed,Low,High
CUST0028844,26,Female,Bristol,Student,High,Low
CUST0028845,33,Male,Bristol,Employed - Part Time,Medium,Medium
CUST0028846,59,Male,Birmingham,Student,Medium,Medium
CUST0028847,52,Male,Bristol,Unemployed,Medium,Medium
CUST0028848,53,Female,Southampton,Employed - Full Time,Medium,Low
CUST0028849,43,Female,Manchester,Self-Employed,Low,Medium
CUST0028850,48,Female,Manchester,Self-Employed,High,Low
CUST0028851,45,Male,Southampton,Retired,Low,Low
CUST0028852,33,Male,Edinburgh,Employed - Full Time,Medium,Medium
CUST0028853,47,Male,London,Student,Low,Medium
CUST0028854,33,Male,Leicester,Employed - Full Time,Low,High
CUST0028855,34,Male,Leeds,Employed - Part Time,High,Low
CUST0028856,40,Male,London,Employed - Full Time,Low,Medium
CUST0028857,38,Male,Leeds,Retired,Low,Low
CUST0028858,62,Male,Nottingham,Employed - Full Time,Medium,Medium
CUST0028859,42,Male,London,Unemployed,Medium,Low
CUST0028860,33,Female,London,Employed - Full Time,High,Medium
CUST0028861,35,Female,Glasgow,Self-Employed,Low,Low
CUST0028862,21,Male,London,Retired,Medium,Low
CUST0028863,60,Female,Belfast,Employed - Full Time,Medium,Low
CUST0028864,36,Female,Leicester,Employed - Full Time,High,Medium
CUST0028865,45,Male,London,Retired,Medium,Medium
CUST0028866,31,Female,Belfast,Employed - Full Time,Low,Medium
CUST0028867,47,Female,Bristol,Self-Employed,High,Low
CUST0028868,33,Male,Liverpool,Employed - Full Time,High,Medium
CUST0028869,55,Male,London,Employed - Part Time,Low,Medium
CUST0028870,26,Male,Glasgow,Employed - Full Time,Low,Medium
CUST0028871,27,Female,Nottingham,Employed - Full Time,Low,High
CUST0028872,46,Male,Birmingham,Unemployed,Medium,Low
CUST0028873,34,Female,Belfast,Employed - Full Time,Low,High
CUST0028874,54,Male,Birmingham,Employed - Full Time,Low,Medium
CUST0028875,22,Male,London,Employed - Full Time,Low,Low
CUST0028876,27,Female,Manchester,Self-Employed,Medium,High
CUST0028877,61,Male,Manchester,Employed - Full Time,Medium,Low
CUST0028878,43,Female,Liverpool,Employed - Full Time,Medium,Medium
CUST0028879,31,Female,Liverpool,Employed - Full Time,Medium,High
CUST0028880,20,Male,London,Employed - Full Time,Medium,Low
CUST0028881,66,Female,Bristol,Employed - Part Time,High,Low
CUST0028882,77,Female,London,Employed - Full Time,High,Low
CUST0028883,32,Female,London,Self-Employed,High,Low
CUST0028884,50,Female,Belfast,Retired,Medium,Low
CUST0028885,25,Female,Cardiff,Unemployed,Medium,Low
CUST0028886,47,Male,London,Employed - Part Time,High,Medium
CUST0028887,34,Male,London,Employed - Full Time,High,Medium
CUST0028888,28,Female,Newcastle,Self-Employed,Low,Medium
CUST0028889,58,Male,London,Employed - Full Time,Low,Medium
CUST0028890,46,Female,London,Employed - Full Time,Medium,Low
CUST0028891,32,Male,Nottingham,Employed - Full Time,Medium,Medium
CUST0028892,34,Male,Manchester,Retired,High,Low
CUST0028893,44,Female,London,Employed - Full Time,Low,Medium
CUST0028894,28,Female,London,Retired,Medium,Medium
CUST0028895,26,Female,Birmingham,Self-Employed,Medium,Low
CUST0028896,23,Male,London,Self-Employed,Low,Medium
CUST0028897,57,Female,Leicester,Student,Low,Medium
CUST0028898,51,Female,London,Student,Medium,Low
CUST0028899,69,Male,Glasgow,Self-Employed,Low,Low
CUST0028900,18,Male,Glasgow,Student,Low,Low
CUST0028901,40,Male,Glasgow,Employed - Full Time,Low,Medium
CUST0028902,45,Female,London,Employed - Full Time,Medium,Medium
CUST0028903,29,Male,Sheffield,Self-Employed,Medium,Medium
CUST0028904,28,Male,Leicester,Employed - Full Time,Low,Medium
CUST0028905,27,Male,Birmingham,Employed - Full Time,Low,Low
CUST0028906,21,Other/Prefer not to say,London,Employed - Full Time,Medium,Medium
CUST0028907,37,Female,Leicester,Employed - Full Time,Low,Low
CUST0028908,37,Male,Bristol,Employed - Full Time,Medium,Medium
CUST0028909,79,Male,London,Employed - Full Time,High,Medium
CUST0028910,28,Female,Sheffield,Employed - Full Time,High,Medium
CUST0028911,41,Female,Sheffield,Employed - Full Time,Medium,Medium
CUST0028912,64,Female,Edinburgh,Employed - Full Time,Medium,Medium
CUST0028913,59,Male,Glasgow,Employed - Full Time,Low,Medium
CUST0028914,49,Female,Belfast,Unemployed,High,Medium
CUST0028915,31,Female,Newcastle,Student,High,Medium
CUST0028916,42,Female,Bristol,Employed - Full Time,Low,Medium
CUST0028917,33,Female,London,Employed - Full Time,Medium,Low
CUST0028918,78,Female,Leeds,Employed - Full Time,Low,Low
CUST0028919,34,Male,Coventry,Employed - Full Time,Medium,Medium
CUST0028920,26,Female,Newcastle,Self-Employed,Low,Low
CUST0028921,34,Male,Edinburgh,Employed - Full Time,Medium,Medium
CUST0028922,50,Female,London,Employed - Full Time,Low,Low
CUST0028923,36,Female,Birmingham,Self-Employed,Medium,Low
CUST0028924,36,Female,London,Self-Employed,Medium,High
CUST0028925,35,Female,London,Self-Employed,Low,Low
CUST0028926,35,Female,Edinburgh,Self-Employed,Low,Low
CUST0028927,42,Male,London,Employed - Full Time,Low,Low
CUST0028928,38,Female,London,Unemployed,High,Medium
CUST0028929,29,Other/Prefer not to say,London,Employed - Full Time,Medium,Medium
CUST0028930,68,Female,London,Employed - Full Time,Low,High
CUST0028931,47,Female,London,Unemployed,Low,Medium
CUST0028932,58,Female,London,Student,Low,Low
CUST0028933,31,Male,Belfast,Employed - Full Time,Low,Medium
CUST0028934,50,Female,Coventry,Retired,Low,Low
CUST0028935,21,Female,Leeds,Employed - Part Time,Medium,Low
CUST0028936,23,Female,London,Unemployed,Low,Low
CUST0028937,45,Male,Birmingham,Employed - Full Time,High,Medium
CUST0028938,43,Other/Prefer not to say,Glasgow,Employed - Full Time,Low,Medium
CUST0028939,40,Male,London,Employed - Full Time,Medium,Low
CUST0028940,35,Male,Birmingham,Employed - Full Time,Low,High
CUST0028941,31,Female,Birmingham,Employed - Full Time,Medium,Low
CUST0028942,42,Male,Edinburgh,Employed - Full Time,Medium,Low
CUST0028943,24,Female,Birmingham,Employed - Full Time,Medium,Low
CUST0028944,53,Male,London,Retired,Medium,Low
CUST0028945,33,Female,London,Student,Low,Medium
CUST0028946,51,Male,Nottingham,Employed - Full Time,Medium,Medium
CUST0028947,43,Male,London,Self-Employed,Medium,Low
CUST0028948,43,Female,London,Employed - Full Time,Medium,Low
CUST0028949,35,Female,London,Employed - Full Time,High,Medium
CUST0028950,36,Male,Edinburgh,Retired,Low,Low
CUST0028951,25,Female,London,Employed - Full Time,Low,Low
CUST0028952,38,Female,Birmingham,Retired,Medium,Low
CUST0028953,19,Female,London,Employed - Full Time,Low,Low
